,title,title_link,publication_info,snippet,cited_by_link,cited_by_count,pdf_file,year
162,[HTML][HTML] Role of imaging methods in diagnosis and treatment of Morton's neuroma,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6177560/,"FR Santiago, PT Muñoz, P Pryest… - World journal of …, 2018 - ncbi.nlm.nih.gov","Among the many causes of forefoot pain, Morton’s neuroma (MN) is often suspected, 
particularly in women, due to its high incidence. However, there remain controversies about its …","https://scholar.google.com/scholar?cites=7502574324634498540&as_sdt=5,47&sciodt=0,47&hl=en",10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6177560/,2018
163,The effect of intrauterine growth restriction on Ca2+‐activated force and contractile protein expression in the mesenteric artery of adult (6‐month‐old) male and …,https://physoc.onlinelibrary.wiley.com/doi/abs/10.14814/phy2.13954,"MJ Christie, T Romano, RM Murphy… - Physiological …, 2018 - Wiley Online Library","Intrauterine growth restriction ( IUGR ) is known to alter vascular smooth muscle reactivity, but 
it is currently unknown whether these changes are driven by downstream events that lead …","https://scholar.google.com/scholar?cites=13833947548191846847&as_sdt=5,47&sciodt=0,47&hl=en",5.0,https://physoc.onlinelibrary.wiley.com/doi/pdf/10.14814/phy2.13954,2018
164,Inhibition of hematopoietic cell kinase dysregulates microglial function and accelerates early stage Alzheimer's disease‐like neuropathology,https://onlinelibrary.wiley.com/doi/abs/10.1002/glia.23522,"SL Lim, DN Tran, J Zumkehr, C Chen, S Ghiaar, Z Kieu… - Glia, 2018 - Wiley Online Library","Emerging evidence have posited that dysregulated microglia impair clearance and containment 
of amyloid‐β (Aβ) species in the brain, resulting in aberrant buildup of Aβ and onset of …","https://scholar.google.com/scholar?cites=7405905178274463862&as_sdt=5,47&sciodt=0,47&hl=en",15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6645690/,2018
165,"Protein components of post‐synaptic density lattice, a backbone structure for type I excitatory synapses",https://onlinelibrary.wiley.com/doi/abs/10.1111/jnc.14254,"T Suzuki, K Kametani, W Guo, W Li - Journal of Neurochemistry, 2018 - Wiley Online Library","It is essential to study the molecular architecture of post‐synaptic density ( PSD ) to understand 
the molecular mechanism underlying the dynamic nature of PSD , one of the bases of …","https://scholar.google.com/scholar?cites=8442162805903154338&as_sdt=5,47&sciodt=0,47&hl=en",11.0,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jnc.14254,2018
166,[HTML][HTML] CaMKII metaplasticity drives Aβ oligomer-mediated synaptotoxicity,https://www.sciencedirect.com/science/article/pii/S2211124718307824,"P Opazo, SV da Silva, M Carta, C Breillat, SJ Coultrap… - Cell reports, 2018 - Elsevier","Alzheimer’s disease (AD) is emerging as a synaptopathology driven by metaplasticity. 
Indeed, reminiscent of metaplasticity, oligomeric forms of the amyloid-β peptide (oAβ) prevent …","https://scholar.google.com/scholar?cites=18155243143151477561&as_sdt=5,47&sciodt=0,47&hl=en",52.0,https://www.sciencedirect.com/science/article/pii/S2211124718307824,2018
167,파킨스병 유전인자인 LRRK2 와 상호작용하는 methionyl-tRNA synthetase,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE07370500,"김혜정， 호동환， 손일홍， 설원기 - 생명과학회지, 2018 - dbpia.co.kr","파킨슨병은 두번째로 많이 발병하는 퇴행성 신경질환이며 약 5-10%는 유전된다. Leucine-rich 
repeat kinase 2(LRRK2)는 그 돌연변이의 일부가 파킨슨병을 일으키는 유전자이다. LRRK2…","https://scholar.google.com/scholar?cites=5689907915433485890&as_sdt=5,47&sciodt=0,47&hl=en",1.0,,2018
168,[HTML][HTML] A modular organization of LRR protein-mediated synaptic adhesion defines synapse identity,https://www.sciencedirect.com/science/article/pii/S089662731830494X,"A Schroeder, J Vanderlinden, K Vints, LF Ribeiro… - Neuron, 2018 - Elsevier","Pyramidal neurons express rich repertoires of leucine-rich repeat (LRR)-containing 
adhesion molecules with similar synaptogenic activity in culture. The in vivo relevance of this …","https://scholar.google.com/scholar?cites=14873907639226206139&as_sdt=5,47&sciodt=0,47&hl=en",49.0,https://www.sciencedirect.com/science/article/pii/S089662731830494X,2018
169,[BOOK][B] A Potential Role for SAP97 in Psychiatric Disorders,https://search.proquest.com/openview/8e001a8caf49fa88316c422ca038764c/1?pq-origsite=gscholar&cbl=18750,P Gupta - 2018 - search.proquest.com,"The goal of this dissertation is to further understand the genetic architecture of neuropsychiatric 
disorders, such as autism spectrum disorder (ASD) and schizophrenia (SCZ). We attempt …",,,https://repository.upenn.edu/cgi/viewcontent.cgi?article=4560&context=edissertations,2018
170,Topical epigallocatechin-3-gallate hydrogels regulated inflammation and pain,https://repository.unair.ac.id/84725/,"K Ismiyatin, S Wahluyo, B Purwanto… - … Dental and Medical …, 2018 - repository.unair.ac.id","The aim of this study is to determine in vivo response of topical Epigallocatechin-3-gallate (EGCG) 
hydrogels to pain and inflammation through Toll-like receptor 4 (TLR4), Superoxide …","https://scholar.google.com/scholar?cites=18115557714905861159&as_sdt=5,47&sciodt=0,47&hl=en",5.0,https://repository.unair.ac.id/84725/3/10-D18_697_Maria_Andisa_Mayangsari_Kun_Ismiyatin.pdf,2018
171,"HRPU-2, a homolog of mammalian hnRNP U, regulates synaptic transmission by controlling the expression of SLO-2 potassium channel in Caenorhabditis elegans",https://www.jneurosci.org/content/38/5/1073?utm_source=TrendMD&utm_medium=cpc&utm_campaign=JNeurosci_TrendMD_1,"P Liu, SJ Wang, ZW Wang, B Chen - Journal of Neuroscience, 2018 - Soc Neuroscience","Slo2 channels are large-conductance potassium channels abundantly expressed in the 
nervous system. However, it is unclear how their expression level in neurons is regulated. Here …","https://scholar.google.com/scholar?cites=10112492563173406635&as_sdt=5,47&sciodt=0,47&hl=en",4.0,https://www.jneurosci.org/content/jneuro/38/5/1073.full.pdf,2018
172,Strontium fails to induce Ca2+ release and activation in human oocytes despite the presence of functional TRPV3 channels,https://academic.oup.com/hropen/article-abstract/2018/3/hoy005/4965053,"Y Lu, R Reddy, M Ferrer Buitrago… - Human …, 2018 - academic.oup.com","STUDY QUESTION Are the transient receptor potential cation channels vanilloid 3 (TRPV3) 
present and able to mediate strontium (Sr 2+ ) induced artificial activation in human oocytes…","https://scholar.google.com/scholar?cites=7461848062128092715&as_sdt=5,47&sciodt=0,47&hl=en",22.0,https://academic.oup.com/hropen/article/2018/3/hoy005/4965053,2018
173,[HTML][HTML] NUP98 sets the size-exclusion diffusion limit through the ciliary base,https://www.sciencedirect.com/science/article/pii/S0960982218304421,"SJ Endicott, M Brueckner - Current Biology, 2018 - Elsevier","The primary cilium maintains a well-regulated complement of soluble and membrane proteins, 
allowing it to mediate a variety of signaling pathways that are essential for development …","https://scholar.google.com/scholar?cites=16873698247889694958&as_sdt=5,47&sciodt=0,47&hl=en",27.0,https://www.sciencedirect.com/science/article/pii/S0960982218304421,2018
174,[PDF][PDF] mTOR-dependent alterations of Kv1. 1 subunit expression in the neuronal subset-specific Pten knockout mouse model of cortical dysplasia with epilepsy,https://link.springer.com/content/pdf/10.1038/s41598-018-21656-8.pdf,"LH Nguyen, AE Anderson - Scientific Reports, 2018 - Springer","Cortical dysplasia (CD) is a common cause for intractable epilepsy. Hyperactivation of the 
mechanistic target of rapamycin (mTOR) pathway has been implicated in CD; however, the …","https://scholar.google.com/scholar?cites=6800563423145439843&as_sdt=5,47&sciodt=0,47&hl=en",25.0,https://link.springer.com/content/pdf/10.1038/s41598-018-21656-8.pdf,2018
175,Defective trafficking of Kv2. 1 channels in MPTP‐induced nigrostriatal degeneration,https://onlinelibrary.wiley.com/doi/abs/10.1111/jnc.14282,"RY Chao, CH Cheng, SN Wu… - Journal of …, 2018 - Wiley Online Library","Intracellular protein trafficking is tightly regulated, and improper trafficking might be the 
fundamental provocateur for human diseases including neurodegeneration. In neurons, protein …","https://scholar.google.com/scholar?cites=4361685173335855605&as_sdt=5,47&sciodt=0,47&hl=en",17.0,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jnc.14282,2018
176,[HTML][HTML] Low intensity repetitive transcranial magnetic stimulation modulates skilled motor learning in adult mice,https://www.nature.com/articles/s41598-018-22385-8,"AD Tang, W Bennett, C Hadrill, J Collins, B Fulopova… - Scientific reports, 2018 - nature.com","Repetitive transcranial magnetic stimulation (rTMS) is commonly used to modulate cortical 
plasticity in clinical and non-clinical populations. Clinically, rTMS is delivered to targeted …","https://scholar.google.com/scholar?cites=12072222151884556043&as_sdt=5,47&sciodt=0,47&hl=en",30.0,https://www.nature.com/articles/s41598-018-22385-8,2018
177,[HTML][HTML] Mitoregulin: a lncRNA-encoded microprotein that supports mitochondrial supercomplexes and respiratory efficiency,https://www.sciencedirect.com/science/article/pii/S2211124718308970,"CS Stein, P Jadiya, X Zhang, JM McLendon… - Cell reports, 2018 - Elsevier","Mitochondria are composed of many small proteins that control protein synthesis, complex 
assembly, metabolism, and ion and reactive oxygen species (ROS) handling. We show that a …","https://scholar.google.com/scholar?cites=7867922361559396343&as_sdt=5,47&sciodt=0,47&hl=en",157.0,https://www.sciencedirect.com/science/article/pii/S2211124718308970,2018
178,Safinamide modulates striatal glutamatergic signaling in a rat model of levodopa-induced dyskinesia,https://jpet.aspetjournals.org/content/367/3/442.abstract,"F Gardoni, M Morari, J Kulisevsky, A Brugnoli… - … of Pharmacology and …, 2018 - ASPET","Safinamide (Xadago) is a novel dual-mechanism drug that has been approved in the European 
Union and United States as add-on treatment to levodopa in Parkinson’s disease therapy…","https://scholar.google.com/scholar?cites=12165305107192986764&as_sdt=5,47&sciodt=0,47&hl=en",20.0,https://www.academia.edu/download/74764583/442.full.pdf,2018
179,PTPσ drives excitatory presynaptic assembly via various extracellular and intracellular mechanisms,https://www.jneurosci.org/content/38/30/6700.short,"KA Han, JS Ko, G Pramanik, JY Kim… - Journal of …, 2018 - Soc Neuroscience","Leukocyte common antigen-receptor protein tyrosine phosphatases (LAR-RPTPs) are hub 
proteins that organize excitatory and inhibitory synapse development through binding to …","https://scholar.google.com/scholar?cites=285324720606225194&as_sdt=5,47&sciodt=0,47&hl=en",39.0,https://www.jneurosci.org/content/jneuro/38/30/6700.full.pdf,2018
180,[HTML][HTML] In situ structure of neuronal C9orf72 poly-GA aggregates reveals proteasome recruitment,https://www.sciencedirect.com/science/article/pii/S0092867417315106,"Q Guo, C Lehmer, A Martínez-Sánchez, T Rudack… - Cell, 2018 - Elsevier","Protein aggregation and dysfunction of the ubiquitin-proteasome system are hallmarks of 
many neurodegenerative diseases. Here, we address the elusive link between these …","https://scholar.google.com/scholar?cites=18182777021615422529&as_sdt=5,47&sciodt=0,47&hl=en",306.0,https://www.sciencedirect.com/science/article/pii/S0092867417315106,2018
181,[HTML][HTML] Trisomy 21 represses cilia formation and function,https://www.sciencedirect.com/science/article/pii/S1534580718305938,"DF Galati, KD Sullivan, AT Pham, JM Espinosa… - Developmental cell, 2018 - Elsevier","Trisomy 21 (T21) is the most prevalent human chromosomal disorder, causing a range of 
cardiovascular, musculoskeletal, and neurological abnormalities. However, the cellular …","https://scholar.google.com/scholar?cites=8947909188490121398&as_sdt=5,47&sciodt=0,47&hl=en",37.0,https://www.sciencedirect.com/science/article/pii/S1534580718305938,2018
182,AMPA receptor stabilization mediated by non-canonical Wnt signaling protects against Aβ42 oligomers synaptotoxicity,https://theses.hal.science/tel-03112592/,C Montecinos - 2018 - theses.hal.science,"AMPARs (AMPARs) are responsible for most fast excitatory synaptic transmission in the 
central nervous system, including hippocampal neurons studied here. AMPARs are highly …",,,https://theses.hal.science/tel-03112592/document,2018
183,MT3-MMP promotes excitatory synapse formation by promoting Nogo-66 receptor ectodomain shedding,https://www.jneurosci.org/content/38/3/518.abstract,"RL Sanz, GB Ferraro, J Kacervosky… - Journal of …, 2018 - Soc Neuroscience","Cell-surface molecules are dynamically regulated at the synapse to assemble and 
disassemble adhesive contacts that are important for synaptogenesis and for tuning synaptic …","https://scholar.google.com/scholar?cites=16521720303406537029&as_sdt=5,47&sciodt=0,47&hl=en",13.0,https://www.jneurosci.org/content/jneuro/38/3/518.full.pdf,2018
184,"Long-term, fructose-induced metabolic syndrome-like condition is associated with higher metabolism, reduced synaptic plasticity and cognitive impairment in Octodon …",https://link.springer.com/article/10.1007/s12035-018-0969-0,"DS Rivera, CB Lindsay, JF Codocedo… - Molecular …, 2018 - Springer","… The membranes were incubated with primary antibodies (from NeuroMab Facility, Davis, 
CA: AMPA receptor subunit 1 [GluA1], vesicular glutamate transporter [VGluT1], AMPA receptor …","https://scholar.google.com/scholar?cites=10091384119629993812&as_sdt=5,47&sciodt=0,47&hl=en",19.0,https://repositorio.uc.cl/xmlui/bitstream/handle/11534/60366/Long-Term%2C%20Fructose-Induced%20Metabolic%20Syndrome-Like%20Condition%20Is%20Associated%20with%20Higher%20Metabolism%2C%20Reduced%20Synaptic.pdf?sequence=1,2018
185,Localization of nectin‐2α at the boundary between the adjacent somata of the clustered cholinergic neurons and its regulatory role in the subcellular localization of the …,https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.24425,"H Shiotani, M Miyata, Y Itoh, S Wang… - Journal of …, 2018 - Wiley Online Library","The medial habenula (MHb), implicated in stress, depression, memory, and nicotine withdrawal 
syndromes, receives septal inputs and sends efferents to the interpeduncular nucleus. …","https://scholar.google.com/scholar?cites=5946257656419213541&as_sdt=5,47&sciodt=0,47&hl=en",6.0,,2018
186,[HTML][HTML] Oxidation of KCNB1 channels in the human brain and in mouse model of Alzheimer's disease,https://www.nature.com/articles/s41419-018-0886-1,"Y Wei, MR Shin, F Sesti - Cell death & disease, 2018 - nature.com","Oxidative modification of the voltage-gated K + channel subfamily B member 1 (KCNB1, Kv2.1) 
is emerging as a mechanism of neuronal vulnerability potentially capable of affecting …","https://scholar.google.com/scholar?cites=8769717663847616793&as_sdt=5,47&sciodt=0,47&hl=en",24.0,https://www.nature.com/articles/s41419-018-0886-1,2018
187,Functional Regulation of Ion Channels in Dorsal Root Ganglion Neurons by Magi-1: Implications in Pain Signaling,https://search.proquest.com/openview/55e2785ba75c1ee55799235eff252a21/1?pq-origsite=gscholar&cbl=18750,KD Pryce - 2018 - search.proquest.com,"Persistent pain leads to alterations in ion channel expression in neurons along the pain-axis. 
Ion channels provide neurons with a mechanism to detect and respond to changes in their …","https://scholar.google.com/scholar?cites=17058120592492129711&as_sdt=5,47&sciodt=0,47&hl=en",1.0,https://www.btlpos.com/ubir/xmlui/bitstream/handle/10477/78105/Pryce_buffalo_0656A_15847.pdf?sequence=3&isAllowed=y,2018
188,Adult Upper Trunk Brachial Plexus Injury,https://books.google.com/books?hl=en&lr=&id=kzdtDwAAQBAJ&oi=fnd&pg=PA217&dq=neuromab&ots=aWD3Yo-7rs&sig=hZTPJQA9ywIaWAfJIjEUvSzt83U,"JM Pisapia, ZS Ali, GG Heuer… - Peripheral Nerve …, 2018 - books.google.com","A 33-year-old painter presented after sustaining an injury at work when multiple cans of 
paint fell from an elevated shelf onto his right shoulder. He immediately experienced sharp …",,,,2018
189,Protective effect of cyclin-dependent kinase inhibitors against oxidative stress-induced neuronal death via inhibition of TRPC5-mediated calcium influx in epilepsy,https://oak.ulsan.ac.kr/handle/2021.oak/6291,송지훈 - 2018 - oak.ulsan.ac.kr,"Background: Epilepsy is one of the most common neurological disorders caused by 
recurrent spontaneous seizure which lead neuronal death. Neurons are highly vulnerable to …",,,https://oak.ulsan.ac.kr/bitstream/2021.oak/6291/2/200000109033.pdf,2018
190,Threonine Enhances Sleep Drive via a GABAergic Pathway in Drosophila,http://scholarworks.unist.ac.kr/handle/201301/23604,Y Ki - 2018 - scholarworks.unist.ac.kr,"Amino acids are often used as sleep-inducing supplements, yet the neural basis underlying 
sleep regulation remains unclear. Here we employed Drosophila as a genetic model to …",,,https://scholarworks.unist.ac.kr/bitstream/201301/23604/1/Threonine%20Enhances%20Sleep%20Drive%20via%20a%20GABAergic%20Pathway%20in%20Drosophila.pdf,2018
191,[HTML][HTML] High content analysis identifies unique morphological features of reprogrammed cardiomyocytes,https://www.nature.com/articles/s41598-018-19539-z,"MD Sutcliffe, PM Tan, A Fernandez-Perez, YJ Nam… - Scientific reports, 2018 - nature.com","Direct reprogramming of fibroblasts into cardiomyocytes is a promising approach for cardiac 
regeneration but still faces challenges in efficiently generating mature cardiomyocytes. …","https://scholar.google.com/scholar?cites=9458525861028297488&as_sdt=5,47&sciodt=0,47&hl=en",20.0,https://www.nature.com/articles/s41598-018-19539-z,2018
192,Phosphoregulation of KCC2 function,https://discovery.ucl.ac.uk/id/eprint/10054841/,YEF Moore - 2018 - discovery.ucl.ac.uk,"The function of neuronal networks relies on a well-maintained balance between excitation 
and inhibition, disruption of which can have dramatic pathological impacts on brain function. …",,,https://discovery.ucl.ac.uk/id/eprint/10054841/1/Yvonne%20Moore%20thesis%20final%20submission.pdf,2018
193,Restricting mitochondrial GRK2 post-ischemia confers cardioprotection by reducing myocyte death and maintaining glucose oxidation,https://www.science.org/doi/abs/10.1126/scisignal.aau0144,"PY Sato, JK Chuprun, LA Grisanti, MC Woodall… - Science …, 2018 - science.org","Increased abundance of GRK2 [G protein–coupled receptor (GPCR) kinase 2] is associated 
with poor cardiac function in heart failure patients. In animal models, GRK2 contributes to …","https://scholar.google.com/scholar?cites=11079489716927560475&as_sdt=5,47&sciodt=0,47&hl=en",36.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6463290/,2018
194,The blood–brain barrier internalises Cryptococcus neoformans via the EphA2‐tyrosine kinase receptor,https://onlinelibrary.wiley.com/doi/abs/10.1111/cmi.12811,"PA Aaron, M Jamklang, JP Uhrig… - Cellular …, 2018 - Wiley Online Library","Cryptococcus neoformans is an opportunistic fungal pathogen that causes life‐threatening 
meningitis most commonly in populations with impaired immunity. Here, we resolved the …","https://scholar.google.com/scholar?cites=3094849931282899373&as_sdt=5,47&sciodt=0,47&hl=en",52.0,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cmi.12811,2018
195,Quantitative phosphoproteomic analysis of the molecular substrates of sleep need,https://www.nature.com/articles/s41586-018-0218-8,"Z Wang, J Ma, C Miyoshi, Y Li, M Sato, Y Ogawa, T Lou… - Nature, 2018 - nature.com","Sleep and wake have global effects on brain physiology, from molecular changes 1 – 4 and 
neuronal activities to synaptic plasticity 3 – 7 . Sleep–wake homeostasis is maintained by …","https://scholar.google.com/scholar?cites=10988139674324950922&as_sdt=5,47&sciodt=0,47&hl=en",155.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6350790/,2018
196,The effects of a combination of ion channel inhibitors in female rats following repeated mild traumatic brain injury,https://www.mdpi.com/358800,"Y Mao, AMB Black, HR Milbourn, S Krakonja… - International Journal of …, 2018 - mdpi.com","Following mild traumatic brain injury (mTBI), the ionic homeostasis of the central nervous 
system (CNS) becomes imbalanced. Excess Ca 2+ influx into cells triggers molecular cascades…","https://scholar.google.com/scholar?cites=11919357146999009436&as_sdt=5,47&sciodt=0,47&hl=en",17.0,https://www.mdpi.com/1422-0067/19/11/3408/pdf,2018
197,[PDF][PDF] An In Vitro Model of Charcot-Marie-Tooth Disease Type 4B2 Provides Insight Into the Roles of MTMR13 and MTMR2 in Schwann Cell Myelination,https://journals.sagepub.com/doi/pdf/10.1177/1759091418803282,"DC Robinson, AE Mammel, AM Logan… - ASN …, 2018 - journals.sagepub.com","Charcot-Marie-Tooth Disorder Type 4B (CMT4B) is a demyelinating peripheral neuropathy 
caused by mutations in myotubularin-related (MTMR) proteins 2, 13, or 5 (CMT4B1/2/3), …","https://scholar.google.com/scholar?cites=14935809877295295009&as_sdt=5,47&sciodt=0,47&hl=en",6.0,https://journals.sagepub.com/doi/pdf/10.1177/1759091418803282,2018
198,[HTML][HTML] Reduced axonal surface expression and phosphoinositide sensitivity in Kv7 channels disrupts their function to inhibit neuronal excitability in Kcnq2 epileptic …,https://www.sciencedirect.com/science/article/pii/S0969996118302134,"EC Kim, J Zhang, W Pang, S Wang, KY Lee… - Neurobiology of …, 2018 - Elsevier","Neuronal K v 7/KCNQ channels are voltage-gated potassium channels composed of K v 7.2/KCNQ2 
and K v 7.3/KCNQ3 subunits. Enriched at the axonal membrane, they potently …","https://scholar.google.com/scholar?cites=17530768590810852543&as_sdt=5,47&sciodt=0,47&hl=en",27.0,https://www.sciencedirect.com/science/article/pii/S0969996118302134,2018
199,Efeitos da diabetes mellitus na densidade neuronal mioentérica e na expressão de canais de sódio no íleo de ratas,http://bdtd.uftm.edu.br/handle/tede/602,AD BRASILEIRO - 2018 - bdtd.uftm.edu.br,"A diabetes mellitus (DM) pode levar a distúrbios da motilidade gastrointestinal que podem se 
tornar clinicamente relevantes em alguns pacientes. Modelos de Dm em roedores indicam …",,,http://bdtd.uftm.edu.br/bitstream/tede/602/5/Dissert%20Amanda%20D%20Brasileiro.pdf,2018
200,"[HTML][HTML] Coupling of SK channels, L-type Ca2+ channels, and ryanodine receptors in cardiomyocytes",https://www.nature.com/articles/s41598-018-22843-3,"XD Zhang, ZA Coulibaly, WC Chen, HA Ledford… - Scientific reports, 2018 - nature.com","Small-conductance Ca 2+ -activated K + (SK) channels regulate the excitability of cardiomyocytes 
by integrating intracellular Ca 2+ and membrane potentials on a beat-to-beat basis. …","https://scholar.google.com/scholar?cites=16350867557615300809&as_sdt=5,47&sciodt=0,47&hl=en",29.0,https://www.nature.com/articles/s41598-018-22843-3,2018
201,Homeostatic plasticity rules control the wiring of axo-axonic synapses at the axon initial segment,https://www.biorxiv.org/content/10.1101/453753.abstract,"A Pan-Vazquez, W Wefelmeyer, VG Sabater, J Burrone - bioRxiv, 2018 - biorxiv.org","GABAergic interneurons are chiefly responsible for controlling the activity of local circuits in 
the cortex 1, 2 . However, the rules that govern the wiring of interneurons are not well …","https://scholar.google.com/scholar?cites=3457202719948501658&as_sdt=5,47&sciodt=0,47&hl=en",3.0,https://www.biorxiv.org/content/biorxiv/early/2018/12/12/453753.full.pdf,2018
202,STAC3 incorporation into skeletal muscle triads occurs independent of the dihydropyridine receptor,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcp.26767,"M Campiglio, MM Kaplan… - Journal of Cellular …, 2018 - Wiley Online Library","Excitation‐contraction (EC) coupling in skeletal muscles operates through a physical 
interaction between the dihydropyridine receptor (DHPR), acting as a voltage sensor, and the …","https://scholar.google.com/scholar?cites=14397922046231993206&as_sdt=5,47&sciodt=0,47&hl=en",11.0,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcp.26767,2018
203,[PDF][PDF] Phospho-regulation of the intracellular termini of K-Cl cotransporter 2 (KCC2) enables flexible control of its activity,https://www.researchgate.net/profile/Hans-Nothwang/publication/327634021_Phospho-regulation_of_the_intracellular_termini_of_K-Cl_cotransporter_2_KCC2_enables_flexible_control_of_its_activity/links/5b9aba0445851574f7c5a7fe/Phospho-regulation-of-the-intracellular-termini-of-K-Cl-cotransporter-2-KCC2-enables-flexible-control-of-its-activity.pdf,AM Hartmann - researchgate.net,"The pivotal role of KCC2 in inhibitory neurotransmission and severe human diseases 
fosters interest in understanding posttranslational regulatory mechanisms such as (de) …",,,https://www.researchgate.net/profile/Hans-Nothwang/publication/327634021_Phospho-regulation_of_the_intracellular_termini_of_K-Cl_cotransporter_2_KCC2_enables_flexible_control_of_its_activity/links/5b9aba0445851574f7c5a7fe/Phospho-regulation-of-the-intracellular-termini-of-K-Cl-cotransporter-2-KCC2-enables-flexible-control-of-its-activity.pdf,2018
204,[PDF][PDF] CRISPRa-mediated Kcna1 upregulation decreases neuronal excitability and suppresses seizures in a rodent model of temporal lobe epilepsy,https://www.researchgate.net/profile/Luca-Massimino/publication/327973565_CRISPRa-mediated_Kcna1_upregulation_decreases_neuronal_excitability_and_suppresses_seizures_in_a_rodent_model_of_temporal_lobe_epilepsy/links/5bc87383458515f7d9c543b1/CRISPRa-mediated-Kcna1-upregulation-decreases-neuronal-excitability-and-suppresses-seizures-in-a-rodent-model-of-temporal-lobe-epilepsy.pdf,"G Colasante, C Di Berardino, Y Qiu, L Massimino… - bioRxiv …, 2018 - researchgate.net","Epilepsy is a major health burden, calling for new mechanistic and therapeutic insights. 
CRISPR–mediated gene editing shows promise to cure genetic pathologies, although hitherto it …","https://scholar.google.com/scholar?cites=8686328027090858288&as_sdt=5,47&sciodt=0,47&hl=en",2.0,https://www.researchgate.net/profile/Luca-Massimino/publication/327973565_CRISPRa-mediated_Kcna1_upregulation_decreases_neuronal_excitability_and_suppresses_seizures_in_a_rodent_model_of_temporal_lobe_epilepsy/links/5bc87383458515f7d9c543b1/CRISPRa-mediated-Kcna1-upregulation-decreases-neuronal-excitability-and-suppresses-seizures-in-a-rodent-model-of-temporal-lobe-epilepsy.pdf,2018
205,Lifelong cortical myelin plasticity and age-related degeneration in the live mammalian brain,https://www.nature.com/articles/s41593-018-0120-6,"RA Hill, AM Li, J Grutzendler - Nature neuroscience, 2018 - nature.com","Axonal myelin increases neural processing speed and efficiency. It is unknown whether 
patterns of myelin distribution are fixed or whether myelinating oligodendrocytes are continually …","https://scholar.google.com/scholar?cites=6163174536203644278&as_sdt=5,47&sciodt=0,47&hl=en",310.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5920745/,2018
206,Use of pre-assembled plastic microfluidic chips for compartmentalizing primary murine neurons,https://www.jove.com/t/58421/use-pre-assembled-plastic-microfluidic-chips-for-compartmentalizing,"T Nagendran, V Poole, J Harris, AM Taylor - JoVE (Journal of Visualized …, 2018 - jove.com","Microfabricated methods to compartmentalize neurons have become essential tools for 
many neuroscientists. This protocol describes the use of a commercially available pre-…","https://scholar.google.com/scholar?cites=4081586942048697032&as_sdt=5,47&sciodt=0,47&hl=en",13.0,https://pdfs.semanticscholar.org/604f/cf4e4227fe1d2ee05374cc3d0e89f1a20845.pdf,2018
207,[HTML][HTML] SPARC and GluA1-containing AMPA receptors promote neuronal health following CNS injury,https://www.frontiersin.org/articles/10.3389/fncel.2018.00022/full,"EV Jones, Y Bernardinelli, JG Zarruk… - Frontiers in cellular …, 2018 - frontiersin.org","The proper formation and maintenance of functional synapses in the central nervous system 
(CNS) requires communication between neurons and astrocytes and the ability of …","https://scholar.google.com/scholar?cites=13451608697947407793&as_sdt=5,47&sciodt=0,47&hl=en",21.0,https://www.frontiersin.org/articles/10.3389/fncel.2018.00022/full,2018
208,[HTML][HTML] CRISPR/Cas9-mediated genomic editing of Cluap1/IFT38 reveals a new role in actin arrangement,https://www.mcponline.org/article/S1535-9476(20)32215-5/abstract,"T Beyer, S Bolz, K Junger, N Horn… - Molecular & Cellular …, 2018 - ASBMB","CRISPR/Cas9-mediated gene editing allows manipulation of a gene of interest in its own 
chromosomal context. When applied to the analysis of protein interactions and in contrast to …","https://scholar.google.com/scholar?cites=12484703114245117622&as_sdt=5,47&sciodt=0,47&hl=en",18.0,https://www.mcponline.org/article/S1535-9476(20)32215-5/abstract,2018
209,[HTML][HTML] Molecular characterization of GABA-A receptor subunit diversity within major peripheral organs and their plasticity in response to early life psychosocial stress,https://www.frontiersin.org/articles/10.3389/fnmol.2018.00018/full,"EA Everington, AG Gibbard, JD Swinny… - Frontiers in Molecular …, 2018 - frontiersin.org","Gamma aminobutyric acid (GABA) subtype A receptors (GABA A Rs) are integral membrane 
ion channels composed of five individual proteins or subunits. Up to 19 different GABA A R …","https://scholar.google.com/scholar?cites=10137147619975660087&as_sdt=5,47&sciodt=0,47&hl=en",30.0,https://www.frontiersin.org/articles/10.3389/fnmol.2018.00018/full,2018
210,The analysis of structural details of the NMDA receptor,https://dspace.cuni.cz/handle/20.500.11956/102203,K Radilová - 2018 - dspace.cuni.cz,"NMDA receptor is necessary for excitatory transmission in the central nervous system. 
Altered funtion of the NMDA receptors is associated with many neurodegenerative and …",,,https://dspace.cuni.cz/bitstream/handle/20.500.11956/102203/120313080.pdf?sequence=1,2018
