Status	Freezer	Rack	Box	Location		Date	Initials	Target		# of entry									
Empty	4	3	11	57															
Empty	4	3	11	58															
Empty	4	3	11	59															
Empty	4	3	11	60															
Empty	4	3	11	61															
Empty	4	3	11	62															
Empty	4	3	11	63															
Empty	4	3	11	64															
Empty	4	3	11	65															
Empty	4	3	11	66															
Empty	4	3	11	67															
Empty	4	3	11	68															
Empty	4	3	11	69															
Empty	4	3	11	70															
Empty	4	3	11	71															
Empty	4	3	11	72															
Empty	4	3	11	73															
Empty	4	3	11	74															
Empty	4	3	11	75															
Empty	4	3	11	76															
Empty	4	3	11	77															
Empty	4	3	11	78															
Empty	4	3	11	79															
Empty	4	3	11	80															
Empty	4	3	11	81															
Empty	4	3	11	82															
Empty	4	3	11	83															
Empty	4	3	11	84															
Empty	4	3	11	85															
Empty	4	3	11	86															
Empty	4	3	11	87															
Empty	4	3	11	88															
Empty	4	3	11	89															
Empty	4	3	11	90															
Empty	4	3	11	91															
Empty	4	3	11	92															
Empty	4	3	11	93															
Empty	4	3	11	94															
Empty	4	3	11	95															
Empty	4	3	11	96															
Empty	4	3	11	97															
Empty	4	3	11	98															
Empty	4	3	11	99															
Empty	4	3	11	100															
Empty	4	3	12	1															
Empty	4	3	12	2															
Empty	4	3	12	3															
Empty	4	3	12	4															
Empty	4	3	12	5															
Empty	4	3	12	6															
Empty	4	3	12	7															
Empty	4	3	12	8															
Empty	4	3	12	9															
Empty	4	3	12	10															
Empty	4	3	12	11															
Empty	4	3	12	12															
Empty	4	3	12	13															
Empty	4	3	12	14															
Empty	4	3	12	15															
Empty	4	3	12	16															
Empty	4	3	12	17															
Empty	4	3	12	18															
Empty	4	3	12	19															
Empty	4	3	12	20															
Empty	4	3	12	21															
Empty	4	3	12	22															
Empty	4	3	12	23															
Empty	4	3	12	24															
Empty	4	3	12	25															
Empty	4	3	12	26															
Empty	4	3	12	27															
Empty	4	3	12	28															
Empty	4	3	12	29															
Empty	4	3	12	30						4									
Empty	4	3	12	31						4									
Empty	4	3	12	32						4									
Empty	4	3	12	33						4									
Empty	4	3	12	34						4									
Empty	4	3	12	35						4									
Empty	4	3	12	36						4									
Empty	4	3	12	37						4									
Empty	4	3	12	38						4									
Empty	4	3	12	39						4									
Empty	4	3	12	40						4									
Empty	4	3	12	41						4									
Empty	4	3	12	42						4									
Empty	4	3	12	43						4									
Empty	4	3	12	44						4									
Empty	4	3	12	45						4									
Empty	4	3	12	46						4									
Empty	4	3	12	47						4									
Empty	4	3	12	48						4									
Empty	4	3	12	49						4									
Empty	4	3	12	50						4									
Empty	4	3	12	51						4									
Empty	4	3	12	52						4									
Empty	4	3	12	53						4									
Empty	4	3	12	54						4									
Empty	4	3	12	55						4									
Empty	4	3	12	56						4									
Empty	4	3	12	57						4									
Empty	4	3	12	58						4									
Empty	4	3	12	59						4									
Empty	4	3	12	60						4									
Empty	4	3	12	61						4									
Empty	4	3	12	62						3									
Empty	4	3	12	63						3									
Empty	4	3	12	64						3									
Empty	4	3	12	65															
Empty	4	3	12	66															
Empty	4	3	12	67															
Empty	4	3	12	68															
Empty	4	3	12	69															
Empty	4	3	12	70															
Empty	4	3	12	71															
Empty	4	3	12	72															
Empty	4	3	12	73															
Empty	4	3	12	74															
Empty	4	3	12	75															
Empty	4	3	12	76															
Empty	4	3	12	77															
Empty	4	3	12	78															
Empty	4	3	12	79															
Empty	4	3	12	80															
Empty	4	3	12	81															
Empty	4	3	12	82															
Empty	4	3	12	83															
Empty	4	3	12	84															
Empty	4	3	12	85															
Empty	4	3	12	86															
Empty	4	3	12	87															
Empty	4	3	12	88															
Empty	4	3	12	89															
Empty	4	3	12	90															
Empty	4	3	12	91															
Empty	4	3	12	92															
Empty	4	3	12	93															
Empty	4	3	12	94															
Empty	4	3	12	95															
Empty	4	3	12	96															
Empty	4	3	12	97															
Empty	4	3	12	98															
Empty	4	3	12	99															
Empty	4	3	12	100															
Empty	4	4	1	1															
Empty	4	4	1	2															
Empty	4	4	1	3															
Empty	4	4	1	4															
Empty	4	4	1	5															
Empty	4	4	1	6															
Empty	4	4	1	7															
Empty	4	4	1	8															
Empty	4	4	1	9															
Empty	4	4	1	10															
Empty	4	4	1	11						6									
Empty	4	4	1	12						6									
Empty	4	4	1	13						6									
Empty	4	4	1	14						6									
Empty	4	4	1	15						6									
Empty	4	4	1	16						6									
Empty	4	4	1	17						5									
Empty	4	4	1	18						5									
Empty	4	4	1	19						5									
Empty	4	4	1	20						5									
Empty	4	4	1	21						5									
Empty	4	4	1	22															
Empty	4	4	1	23															
Empty	4	4	1	24															
Empty	4	4	1	25															
Empty	4	4	1	26															
Empty	4	4	1	27															
Empty	4	4	1	28															
Empty	4	4	1	29															
Empty	4	4	1	30															
Empty	4	4	1	31															
Empty	4	4	1	32															
Empty	4	4	1	33															
Empty	4	4	1	34															
Empty	4	4	1	35															
Empty	4	4	1	36															
Empty	4	4	1	37															
Empty	4	4	1	38															
Empty	4	4	1	39															
Empty	4	4	1	40															
Empty	4	4	1	41															
Empty	4	4	1	42															
Empty	4	4	1	43															
Empty	4	4	1	44															
Empty	4	4	1	45															
Empty	4	4	1	46															
Empty	4	4	1	47															
Empty	4	4	1	48															
Empty	4	4	1	49															
Empty	4	4	1	50															
Empty	4	4	1	51															
Empty	4	4	1	52															
Empty	4	4	1	53															
Empty	4	4	1	54															
Empty	4	4	1	55															
Empty	4	4	1	56															
Empty	4	4	1	57															
Empty	4	4	1	58															
Empty	4	4	1	59															
Empty	4	4	1	60															
Empty	4	4	1	61															
Empty	4	4	1	62															
Empty	4	4	1	63															
Empty	4	4	1	64															
Empty	4	4	1	65															
Empty	4	4	1	66															
Empty	4	4	1	67															
Empty	4	4	1	68															
Empty	4	4	1	69															
Empty	4	4	1	70															
Empty	4	4	1	71															
Empty	4	4	1	72															
Empty	4	4	1	73															
Empty	4	4	1	74															
Empty	4	4	1	75															
Empty	4	4	1	76															
Empty	4	4	1	77															
Empty	4	4	1	78															
Empty	4	4	1	79															
Empty	4	4	1	80															
Empty	4	4	1	81															
Empty	4	4	1	82															
Empty	4	4	1	83															
Empty	4	4	1	84															
Empty	4	4	1	85															
Empty	4	4	1	86															
Empty	4	4	1	87															
Empty	4	4	1	88															
Empty	4	4	1	89															
Empty	4	4	1	90															
Empty	4	4	1	91															
Empty	4	4	1	92															
Empty	4	4	1	93															
Empty	4	4	1	94															
Empty	4	4	1	95															
Empty	4	4	1	96															
Empty	4	4	1	97															
Empty	4	4	1	98															
Empty	4	4	1	99															
Subclone	4	4	1	100	N2/16.2	12/02/05	BB												
Subclone	4	4	2	1	N2/16.3	12/02/05	BB												
Subclone	4	4	2	2	N2/16.4	12/02/05	BB												
Empty	4	4	2	3															
Subclone	4	4	2	4	N3/22.2	12/02/05	BB												
Subclone	4	4	2	5	N3/22.3	12/02/05	BB												
Subclone	4	4	2	6	N3/22.4	12/02/05	BB												
Subclone	4	4	2	7	N3/22.5	12/02/05	BB												
Empty	4	4	2	8															
Subclone	4	4	2	9	N3/26.3	12/02/05	BB												
Subclone	4	4	2	10	N3/26.4	12/02/05	BB												
Other	4	4	2	11	J774A.1	10/15/07		MG macrophage cells											
Other	4	4	2	12	J774A.1	01/08/08		MG macrophage cells											
Other	4	4	2	13	Mouse mAcrophAges	09/11/09	BMB												
Empty	4	4	2	14															
Subclone	4	4	2	15	K89/34.1	10/03/05	KRK												
Subclone	4	4	2	16	K89/34.1	10/03/05	KRK												
Subclone	4	4	2	17	K89/34.1	10/03/05	KRK												
Subclone	4	4	2	18	K65/35.1	10/03/05	KRK												
Subclone	4	4	2	19	K75/41.1	10/04/05	KRK												
Subclone	4	4	2	20	K20/78.2	10/04/05	KRK												
Subclone	4	4	2	21	K20/78.2	10/04/05	KRK												
Subclone	4	4	2	22	K20/78.2	10/04/05	KRK												
Empty	4	4	2	23															
Empty	4	4	2	24															
Empty	4	4	2	25															
Empty	4	4	2	26															
Subclone	4	4	2	27	K64/35.1	10/21/05	KRK												
Subclone	4	4	2	28	K74/71.1	10/21/05	KRK												
Empty	4	4	2	29															
Empty	4	4	2	30															
Empty	4	4	2	31															
Empty	4	4	2	32															
Empty	4	4	2	33															
Empty	4	4	2	34															
Empty	4	4	2	35															
Parent	4	4	2	36	L111/01	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	37	L111/01	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	38	L111/02	05/13/16	TP/TL/DM/DB	SST											
Empty	4	4	2	39															
Parent	4	4	2	40	L111/03	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	41	L111/03	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	42	L111/04	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	43	L111/04	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	44	L111/05	05/13/16	TP/TL/DM/DB	SST											
Empty	4	4	2	45															
Parent	4	4	2	46	L111/06	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	47	L111/06	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	48	L111/07	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	49	L111/07	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	50	L111/08	05/13/16	TP/TL/DM/DB	SST											
Empty	4	4	2	51															
Empty	4	4	2	52															
Parent	4	4	2	53	L111/09	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	54	L111/10	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	55	L111/10	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	56	L111/11	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	57	L111/11	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	58	L111/12	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	59	L111/12	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	60	L111/13	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	61	L111/13	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	62	L111/14	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	63	L111/14	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	64	L111/15	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	65	L111/15	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	66	L111/16	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	67	L111/16	05/13/16	TP/TL/DM/DB	SST											
Parent	4	4	2	68	L111/17	05/13/16	TP/TL/DM/DB	SST											
Empty	4	4	2	69															
Empty	4	4	2	70															
Subclone	4	4	2	71	K87A/10.2	11/01/05	KRK												
Subclone	4	4	2	72	K87A/10.2	11/01/05	KRK												
Subclone	4	4	2	73	K17/70.2	11/07/09													
Subclone	4	4	2	74	K17/70.2	11/07/09													
Subclone	4	4	2	75	K17/70.2	11/07/09													
Empty	4	4	2	76															
Empty	4	4	2	77															
Empty	4	4	2	78															
Empty	4	4	2	79															
Empty	4	4	2	80															
Empty	4	4	2	81															
Subclone	4	4	2	82	K87A/10.2	11/07/05													
Empty	4	4	2	83															
Empty	4	4	2	84															
Empty	4	4	2	85															
Empty	4	4	2	86															
Empty	4	4	2	87															
Empty	4	4	2	88															
Empty	4	4	2	89															
Empty	4	4	2	90															
Empty	4	4	2	91															
Empty	4	4	2	92															
Empty	4	4	2	93															
Empty	4	4	2	94															
Empty	4	4	2	95															
Empty	4	4	2	96															
Empty	4	4	2	97															
Empty	4	4	2	98															
Empty	4	4	2	99															
Parent	4	4	2	100	L113/107	05/27/16	THL	Homer1											
Parent	4	4	3	1	L113/108	05/27/16	THL	Homer1											
Parent	4	4	3	2	L113/109	05/27/16	THL	Homer1											
Parent	4	4	3	3	L113/110	05/27/16	THL	Homer1											
Parent	4	4	3	4	L113/111	05/27/16	THL	Homer1											
Parent	4	4	3	5	L113/112	05/27/16	THL	Homer1											
Parent	4	4	3	6	L113/113	05/27/16	THL	Homer1											
Parent	4	4	3	7	L113/114	05/27/16	THL	Homer1											
Parent	4	4	3	8	L113/115	05/27/16	THL	Homer1											
Parent	4	4	3	9	L113/116	05/27/16	THL	Homer1											
Parent	4	4	3	10	L113/117	05/27/16	THL	Homer1											
Parent	4	4	3	11	L113/118	05/27/16	THL	Homer1											
Parent	4	4	3	12	L113/119	05/27/16	THL	Homer1											
Parent	4	4	3	13	L113/120	05/27/16	THL	Homer1											
Parent	4	4	3	14	L113/121	05/27/16	THL	Homer1											
Parent	4	4	3	15	L113/122	05/27/16	THL	Homer1											
Parent	4	4	3	16	L113/123	05/27/16	THL	Homer1											
Parent	4	4	3	17	L113/124	05/27/16	THL	Homer1											
Parent	4	4	3	18	L113/125	05/27/16	THL	Homer1											
Parent	4	4	3	19	L113/126	05/27/16	THL	Homer1											
Parent	4	4	3	20	L113/127	05/27/16	THL	Homer1											
Parent	4	4	3	21	L113/128	05/27/16	THL	Homer1											
Parent	4	4	3	22	L113/129	05/27/16	THL	Homer1											
Parent	4	4	3	23	L113/130	05/27/16	THL	Homer1											
Parent	4	4	3	24	L113/130	05/27/16	THL	Homer1											
Parent	4	4	3	25	L113/131	05/27/16	THL	Homer1											
Parent	4	4	3	26	L113/132	05/27/16	THL	Homer1											
Parent	4	4	3	27	L113/133	05/27/16	THL	Homer1											
Parent	4	4	3	28	L113/134	05/27/16	THL	Homer1											
Parent	4	4	3	29	L113/135	05/27/16	THL	Homer1											
Parent	4	4	3	30	L113/136	05/27/16	THL	Homer1											
Parent	4	4	3	31	L113/137	05/27/16	THL	Homer1											
Parent	4	4	3	32	L113/138	05/27/16	THL	Homer1											
Parent	4	4	3	33	L113/139	05/27/16	THL	Homer1											
Parent	4	4	3	34	L113/140	05/27/16	THL	Homer1											
Parent	4	4	3	35	L113/141	05/27/16	THL	Homer1											
Parent	4	4	3	36	L113/142	05/27/16	THL	Homer1											
Parent	4	4	3	37	L113/143	05/27/16	THL	Homer1											
Parent	4	4	3	38	L113/144	05/27/16	THL	Homer1											
Subclone	4	4	3	39	L111/43.1	05/30/16	JST	SST											
Parent	4	4	3	40	N055/025	4/19/07	MZ	CAV3.2											
Parent	4	4	3	41	N055/025	4/19/07	MZ	CAV3.2											
Parent	4	4	3	42	N055/025	4/19/07	MZ	CAV3.2											
Parent	4	4	3	43	N055/025	4/19/07	MZ	CAV3.2											
Parent	4	4	3	44	N055/025	4/19/07	MZ	CAV3.2											
Parent	4	4	3	45	N055/025	4/19/07	MZ	CAV3.2											
Parent	4	4	3	46	N055/025	4/19/07	MZ	CAV3.2											
Parent	4	4	3	47	N055/025	4/19/07	MZ	CAV3.2											
Parent	4	4	3	48	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	49	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	50	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	51	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	52	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	53	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	54	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	55	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	56	N059/036	4/23/07	MZ	NRA2B											
Parent	4	4	3	57	N059/036	4/23/07	MZ	NRA2B											
Subclone	4	4	3	58	N39B/8.1	05/08/07	AM	GIT1											
Subclone	4	4	3	59	N39B/8.1	05/08/07	AM	GIT1											
Subclone	4	4	3	60	N39B/8.3	05/08/07	AM	GIT1											
Subclone	4	4	3	61	N39B/8.4	05/08/07	AM	GIT1											
Subclone	4	4	3	62	N39B/8.5	05/08/07	AM	GIT1											
Subclone	4	4	3	63	N39B/8.5	05/08/07	AM	GIT1											
Subclone	4	4	3	64	N430/20.1.1	03/26/15	CD	Beta 2 Adrenoreceptor											
Subclone	4	4	3	65	N39B/9.1	05/08/07	AM	GIT1											
Subclone	4	4	3	66	N39B/9.4	05/08/07	AM	GIT1											
Subclone	4	4	3	67	N39B/9.4	05/08/07	AM	GIT1											
Subclone	4	4	3	68	N71/37.1		MZ	HCN2											
Subclone	4	4	3	69	N71/37.2		MZ	HCN2											
Subclone	4	4	3	70	N71/37.2		MZ	HCN2											
Subclone	4	4	3	71	N71/37.2		MZ	Beta 2 Adrenoreceptor											
Subclone	4	4	3	72	N430/20.1.1	03/26/15	CD	Beta 2 Adrenoreceptor											
Subclone	4	4	3	73	N430/20.1.2	03/26/15	CD	HCN2											
Subclone	4	4	3	74	N71/37.3		MZ	HCN2											
Subclone	4	4	3	75	N71/37.3		MZ	HCN2											
Subclone	4	4	3	76	N71/37.3		MZ	HCN2											
Subclone	4	4	3	77	N71/37.4		MZ	HCN2											
Subclone	4	4	3	78	N71/37.4		MZ	HCN2											
Subclone	4	4	3	79	N71/37.4		MZ	Beta 2 Adrenoreceptor											
Subclone	4	4	3	80	N430/20.1.2	03/26/15	CD	Beta 2 Adrenoreceptor											
Subclone	4	4	3	81	N430/20.1.2	03/26/15	CD	HCN2											
Subclone	4	4	3	82	N71/37.5		MZ	HCN2											
Subclone	4	4	3	83	N71/37.5		MZ	HCN2											
Subclone	4	4	3	84	N71/37.5		MZ	SHANK3											
Subclone	4	4	3	85	N69/10.2		MZ	Beta 2 Adrenoreceptor											
Subclone	4	4	3	86	N430/20.1.4	03/26/15	CD	Beta 2 Adrenoreceptor											
Subclone	4	4	3	87	N430/20.1.4	03/26/15	CD	Beta 2 Adrenoreceptor											
Subclone	4	4	3	88	N430/20.1.4	03/26/15	CD	Beta 2 Adrenoreceptor											
Subclone	4	4	3	89	N430/20.1.5	03/26/15	CD	Beta 2 Adrenoreceptor											
Subclone	4	4	3	90	N430/20.1.5	03/26/15	CD	Beta 2 Adrenoreceptor											
Subclone	4	4	3	91	N430/20.1.5	03/26/15	CD	nAchRB4											
Parent	4	4	3	92	N060A/020		MZ	nAchRB4											
Parent	4	4	3	93	N060A/020		MZ	nAchRB4											
Parent	4	4	3	94	N060A/020		MZ	nAchRB4											
Parent	4	4	3	95	N060A/020		MZ	Vglut2											
Immortality	4	4	3	96	N29/29.1	07/27/15	KK	SAPAP2											
Immortality	4	4	3	97	N459/94.3	05/16/19	PT	Vglut2	1e7 cells/ml										
Subclone	4	4	3	98	L111/43.1	05/30/16	JST	SST											
Subclone	4	4	3	99	L111/43.2	05/30/16	JST	SST											
Parent	4	4	3	100	N060A/001	5/8/07	MZ	nAchRB4											
Parent	4	4	4	1	N060A/002	5/8/07	MZ	nAchRB4											
Parent	4	4	4	2	N060A/003	5/8/07	MZ	nAchRB4											
Parent	4	4	4	3	N060A/004	5/8/07	MZ	nAchRB4											
Parent	4	4	4	4	N060A/005	5/8/07	MZ	nAchRB4											
Parent	4	4	4	5	N060A/006	5/8/07	MZ	nAchRB4											
Parent	4	4	4	6	N060A/007	5/8/07	MZ	nAchRB4											
Parent	4	4	4	7	N060A/008	5/8/07	MZ	nAchRB4											
Parent	4	4	4	8	N060A/009	5/8/07	MZ	nAchRB4											
Parent	4	4	4	9	N060A/010	5/8/07	MZ	nAchRB4											
Parent	4	4	4	10	N060A/011	5/8/07	MZ	nAchRB4											
Parent	4	4	4	11	N060A/012	5/8/07	MZ	nAchRB4											
Parent	4	4	4	12	N060A/013	5/8/07	MZ	nAchRB4											
Parent	4	4	4	13	N060A/014	5/8/07	MZ	nAchRB4											
Parent	4	4	4	14	N060A/015	5/8/07	MZ	nAchRB4											
Parent	4	4	4	15	N060A/016	5/8/07	MZ	nAchRB4											
Parent	4	4	4	16	N060A/017	5/8/07	MZ	nAchRB4											
Parent	4	4	4	17	N060A/018	5/8/07	MZ	nAchRB4											
Parent	4	4	4	18	N060A/019	5/8/07	MZ	nAchRB4											
Parent	4	4	4	19	N060A/021	5/8/07	MZ	nAchRB4											
Parent	4	4	4	20	N060A/022	5/8/07	MZ	nAchRB4											
Parent	4	4	4	21	N060A/023	5/8/07	MZ	nAchRB4											
Parent	4	4	4	22	N060A/024	5/8/07	MZ	nAchRB4											
Parent	4	4	4	23	N060A/025	5/8/07	MZ	nAchRB4											
Parent	4	4	4	24	N060A/026	5/8/07	MZ	nAchRB4											
Parent	4	4	4	25	N060A/027	5/8/07	MZ	nAchRB4											
Parent	4	4	4	26	N060A/028	5/8/07	MZ	nAchRB4											
Parent	4	4	4	27	N060A/029	5/8/07	MZ	nAchRB4											
Parent	4	4	4	28	N060A/030	5/8/07	MZ	nAchRB4											
Parent	4	4	4	29	N060A/031	5/8/07	MZ	nAchRB4											
Parent	4	4	4	30	N060A/032	5/8/07	MZ	nAchRB4											
Parent	4	4	4	31	N060A/033	5/8/07	MZ	nAchRB4											
Parent	4	4	4	32	N060A/034	5/8/07	MZ	nAchRB4											
Parent	4	4	4	33	N060A/035	5/8/07	MZ	nAchRB4											
Parent	4	4	4	34	N060A/036	5/8/07	MZ	nAchRB4											
Parent	4	4	4	35	N060A/037	5/8/07	MZ	nAchRB4											
Parent	4	4	4	36	N060A/038	5/8/07	MZ	nAchRB4											
Parent	4	4	4	37	N060A/039	5/8/07	MZ	nAchRB4											
Parent	4	4	4	38	N060A/040	5/8/07	MZ	nAchRB4											
Parent	4	4	4	39	N060A/041	5/8/07	MZ	nAchRB4											
Parent	4	4	4	40	N060A/042	5/8/07	MZ	nAchRB4											
Parent	4	4	4	41	N060A/043	5/8/07	MZ	nAchRB4											
Parent	4	4	4	42	N060A/044	5/8/07	MZ	nAchRB4											
Parent	4	4	4	43	N060A/045	5/8/07	MZ	nAchRB4											
Parent	4	4	4	44	N060A/046	5/8/07	MZ	nAchRB4											
Parent	4	4	4	45	N060A/047	5/8/07	MZ	nAchRB4											
Parent	4	4	4	46	N060A/048	5/8/07	MZ	HCN2											
Subclone	4	4	4	47	N71/17.1		MZ	HCN2											
Subclone	4	4	4	48	N71/17.1		MZ	HCN2		4									
Subclone	4	4	4	49	N71/17.1		MZ	HCN2		4									
Subclone	4	4	4	50	N71/17.2		MZ	HCN2		4									
Subclone	4	4	4	51	N71/17.2		MZ	HCN2		4									
Subclone	4	4	4	52	N71/17.2		MZ	HCN2		4									
Subclone	4	4	4	53	N71/17.3		MZ	HCN2		4									
Subclone	4	4	4	54	N71/17.3		MZ	HCN2		4									
Subclone	4	4	4	55	N71/17.3		MZ	Kv3.4		4									
Subclone	4	4	4	56	N72/20.1		BB			4									
Empty	4	4	4	57				Kv3.4											
Subclone	4	4	4	58	N72/16.1		BB	Kv3.4											
Subclone	4	4	4	59	N72/11.1	07/25/07	BB												
Empty	4	4	4	60															
Empty	4	4	4	61				Kv3.4											
Subclone	4	4	4	62	N72/11.2	07/25/07	BB	Kv3.4											
Subclone	4	4	4	63	N72/11.3	07/25/07	BB												
Empty	4	4	4	64															
Empty	4	4	4	65				Kv3.4											
Subclone	4	4	4	66	N72/11.4	07/25/07	BB	Kv3.4											
Subclone	4	4	4	67	N72/11.5	07/25/07	BB												
Empty	4	4	4	68				Kv3.4											
Subclone	4	4	4	69	N72/16.1	07/27/07	BB	Kv3.4											
Subclone	4	4	4	70	N72/16.1	07/27/07	BB	Kv3.4											
Subclone	4	4	4	71	N72/16.1	07/27/07	BB	Kv3.4											
Subclone	4	4	4	72	N72/16.1	07/27/07	BB	Kv3.4											
Subclone	4	4	4	73	N72/16.1	07/27/07	BB	Kv3.4											
Subclone	4	4	4	74	N72/16.1	07/27/07	BB	Kv3.4											
Subclone	4	4	4	75	N72/16.1	07/27/07	BB	TrpC7											
Parent	4	4	4	76	N064/001	5/14/07	KK	TrpC7											
Parent	4	4	4	77	N064/002	5/14/07	KK	TrpC7											
Parent	4	4	4	78	N064/003	5/14/07	KK	TrpC7											
Parent	4	4	4	79	N064/004	5/14/07	KK	TrpC7											
Parent	4	4	4	80	N064/005	5/14/07	KK	TrpC7											
Parent	4	4	4	81	N064/006	5/14/07	KK	TrpC7											
Parent	4	4	4	82	N064/007	5/14/07	KK	TrpC7											
Parent	4	4	4	83	N064/008	5/14/07	KK	TrpC7											
Parent	4	4	4	84	N064/009	5/14/07	KK	TrpC7											
Parent	4	4	4	85	N064/010	5/14/07	KK	TrpC7											
Parent	4	4	4	86	N064/011	5/14/07	KK	TrpC7											
Parent	4	4	4	87	N064/012	5/14/07	KK	TrpC7											
Parent	4	4	4	88	N064/013	5/14/07	KK	TrpC7											
Parent	4	4	4	89	N064/014	5/14/07	KK	TrpC7											
Parent	4	4	4	90	N064/015	5/14/07	KK	TrpC7											
Parent	4	4	4	91	N064/016	5/14/07	KK	TrpC7											
Parent	4	4	4	92	N064/017	5/14/07	KK	TrpC7											
Parent	4	4	4	93	N064/018	5/14/07	KK	TrpC7											
Parent	4	4	4	94	N064/019	5/14/07	KK	TrpC7											
Parent	4	4	4	95	N064/020	5/14/07	KK	TrpC7											
Parent	4	4	4	96	N064/021	5/14/07	KK	TrpC7											
Parent	4	4	4	97	N064/022	5/14/07	KK	TrpC7											
Parent	4	4	4	98	N064/023	5/14/07	KK	TrpC7											
Parent	4	4	4	99	N064/024	5/14/07	KK	TrpC7											
Empty	4	4	4	100															
Empty	4	4	5	1															
Empty	4	4	5	2															
Empty	4	4	5	3															
Empty	4	4	5	4															
Empty	4	4	5	5															
Empty	4	4	5	6															
Empty	4	4	5	7															
Empty	4	4	5	8															
Empty	4	4	5	9															
Empty	4	4	5	10															
Empty	4	4	5	11															
Empty	4	4	5	12															
Empty	4	4	5	13															
Empty	4	4	5	14															
Empty	4	4	5	15															
Empty	4	4	5	16															
Empty	4	4	5	17															
Empty	4	4	5	18															
Empty	4	4	5	19															
Empty	4	4	5	20															
Empty	4	4	5	21															
Empty	4	4	5	22															
Empty	4	4	5	23															
Empty	4	4	5	24															
Empty	4	4	5	25															
Empty	4	4	5	26															
Empty	4	4	5	27															
Empty	4	4	5	28															
Empty	4	4	5	29															
Empty	4	4	5	30															
Empty	4	4	5	31															
Empty	4	4	5	32															
Empty	4	4	5	33															
Empty	4	4	5	34															
Empty	4	4	5	35															
Empty	4	4	5	36															
Empty	4	4	5	37															
Empty	4	4	5	38															
Empty	4	4	5	39															
Empty	4	4	5	40															
Empty	4	4	5	41															
Empty	4	4	5	42															
Empty	4	4	5	43															
Empty	4	4	5	44															
Empty	4	4	5	45															
Empty	4	4	5	46															
Empty	4	4	5	47															
Empty	4	4	5	48															
Empty	4	4	5	49															
Empty	4	4	5	50															
Empty	4	4	5	51															
Empty	4	4	5	52															
Empty	4	4	5	53															
Empty	4	4	5	54															
Empty	4	4	5	55															
Empty	4	4	5	56															
Empty	4	4	5	57															
Empty	4	4	5	58															
Empty	4	4	5	59															
Empty	4	4	5	60															
Empty	4	4	5	61															
Empty	4	4	5	62															
Empty	4	4	5	63															
Empty	4	4	5	64															
Empty	4	4	5	65															
Empty	4	4	5	66															
Empty	4	4	5	67															
Empty	4	4	5	68															
Empty	4	4	5	69															
Empty	4	4	5	70															
Empty	4	4	5	71															
Empty	4	4	5	72															
Empty	4	4	5	73															
Empty	4	4	5	74															
Empty	4	4	5	75															
Empty	4	4	5	76															
Empty	4	4	5	77															
Empty	4	4	5	78															
Empty	4	4	5	79															
Empty	4	4	5	80															
Empty	4	4	5	81															
Empty	4	4	5	82															
Empty	4	4	5	83															
Empty	4	4	5	84															
Empty	4	4	5	85															
Empty	4	4	5	86															
Empty	4	4	5	87															
Empty	4	4	5	88															
Empty	4	4	5	89															
Empty	4	4	5	90															
Empty	4	4	5	91															
Empty	4	4	5	92															
Empty	4	4	5	93															
Empty	4	4	5	94															
Empty	4	4	5	95															
Empty	4	4	5	96															
Empty	4	4	5	97															
Empty	4	4	5	98						3									
Empty	4	4	5	99						3									
Subclone	4	4	5	100	N59/36.2	05/02/07	MZ	NR2B		3									
