sample_name	trimmer_id	PlateName	Category	ShowOnWeb	ProteinTarget	ChangeDate	ChangeReason
P16_C6	N110/15.2	plate16	3	T	Neuroligin-3	20200605	
P16_C7	N110/15.3	plate16	3	T	Neuroligin-3	20200605	
P16_C8	N110/15.4	plate16	3	T	Neuroligin-3	20200605	
P16_C9	N110/15.5	plate16	3	T	Neuroligin-3	20200605	
P16_D1	N110/29.1	plate16	3	T	Neuroligin-3	20200605	
P16_D10	L107/50.2	plate16	3	T	Neuroligin-2	20200605	
P16_D11	L107/50.3	plate16	3	T	Neuroligin-2	20200605	
P16_D12	L107/50.4	plate16	3	T	Neuroligin-2	20200605	
P16_D2	N110/29.2	plate16	3	T	Neuroligin-3	20200605	
P16_D3	N110/29.3	plate16	3	T	Neuroligin-3	20200605	
P16_D4	N110/29.5	plate16	3	T	Neuroligin-3	20200605	
P16_D5	N110/22.1.1.1	plate16	3	T	Neuroligin-3	20200605	
P16_D6	N110/22.1.1.2	plate16	3	T	Neuroligin-3	20200605	
P16_D7	N110/22.1.1.3	plate16	3	T	Neuroligin-3	20200605	
P16_D8	N110/22.1.1.4	plate16	3	T	Neuroligin-3	20200605	
P16_D9	L107/50.1	plate16	2	T	Neuroligin-2	20200605	
P16_E1	L107/50.5	plate16	3	T	Neuroligin-2	20200605	
P16_E10	L119/134.1.1	plate16	3	T	NPY2R	20200605	
P16_E11	L119/134.1.2	plate16	3	T	NPY2R	20200605	
P16_E12	L119/134.1.3	plate16	3	T	NPY2R	20200605	
P16_E2	L107/50.6	plate16	3	T	Neuroligin-2	20200605	
P16_E3	L107/50.7	plate16	3	T	Neuroligin-2	20200605	
P16_E4	L107/90.1	plate16	3	T	Neuroligin-2	20200605	
P16_E5	L107/90.2	plate16	3	T	Neuroligin-2	20200605	
P16_E6	L121/25.1.2	plate16	3	T	nNOS/NOS1	20200605	
P16_E7	L121/25.1.4	plate16	3	T	nNOS/NOS1	20200605	
P16_E8	L121/25.1.5	plate16	3	T	nNOS/NOS1	20200605	
P16_E9	L121/42.4	plate16	3	T	nNOS/NOS1	20200605	
P16_F1	L119/134.1.4	plate16	3	T	NPY2R	20200605	
P16_F10	L119/106.8	plate16	3	T	NPY2R	20200605	
P16_F11	L119/106.9	plate16	3	T	NPY2R	20200605	
P16_F12	L121/25.1	plate16	3	T	nNOS/NOS1	20200605	
P16_F2	L119/134.1.5	plate16	3	T	NPY2R	20200605	
P16_F3	L119/106.10	plate16	3	T	NPY2R	20200605	
P16_F4	L119/106.11	plate16	3	T	NPY2R	20200605	
P16_F5	L119/106.3	plate16	3	T	NPY2R	20200605	
P16_F6	L119/106.4	plate16	3	T	NPY2R	20200605	
P16_F7	L119/106.5	plate16	3	T	NPY2R	20200605	
P16_F8	L119/106.6	plate16	3	T	NPY2R	20200605	
P16_F9	L119/106.7	plate16	3	T	NPY2R	20200605	
P16_G1	L121/25.2	plate16	3	T	nNOS/NOS1	20200605	
P16_G10	L121/133.4	plate16	3	T	nNOS/NOS1	20200605	
P16_G11	L121/133.5	plate16	3	T	nNOS/NOS1	20200605	
P16_G12	L121/136.3	plate16	3	T	nNOS/NOS1	20200605	
P16_G2	L121/27.9	plate16	2	T	nNOS/NOS1	20200605	
P16_G3	L121/42.1	plate16	3	T	nNOS/NOS1	20200605	
P16_G4	L121/42.3	plate16	3	T	nNOS/NOS1	20200605	
P16_G5	L121/42.5	plate16	3	T	nNOS/NOS1	20200605	
P16_G6	L121/133.1	plate16	2	T	nNOS/NOS1	20200605	
P16_G7	L121/133.2	plate16	3	T	nNOS/NOS1	20200605	
P16_G8	L121/136.1	plate16	2	T	nNOS/NOS1	20200605	
P16_G9	L121/136.2	plate16	3	T	nNOS/NOS1	20200605	
P16_H1	L121/136.4	plate16	3	T	nNOS/NOS1	20200605	
P16_H10	L107/90.4	plate16	2	T	Neuroligin-2	20200605	
P16_H11	negativecontrol	plate16		F		20200605	
P16_H12	negativecontrol	plate16		F		20200605	
P16_H2	L121/136.5	plate16	3	T	nNOS/NOS1	20200605	
P16_H3	L119/106.10.1	plate16	3	T	NPY2R	20200605	
P16_H4	L119/106.10.4	plate16	3	T	NPY2R	20200605	
P16_H5	L119/106.10.9	plate16	3	T	NPY2R	20200605	
P16_H6	L119/106.3	plate16	3	T	NPY2R	20200605	
P16_H7	L119/106.5	plate16	3	T	NPY2R	20200605	
P16_H8	L119/106.6	plate16	3	T	NPY2R	20200605	
P16_H9	L119/106.8	plate16	3	T	NPY2R	20200605	
P17_A1	positivecontrol1_N91/27.1	plate17		F		20200605	
P17_A10	L111/129.1	plate17	2	T	SST	20200605	
P17_A11	L111/129.2	plate17	3	T	SST	20200605	
P17_A12	L111/129.3	plate17	3	T	SST	20200605	
P17_A2	L111/43.1	plate17	2	T	SST	20200605	
P17_A3	L111/43.2	plate17	3	T	SST	20200605	
P17_A4	L111/43.3	plate17	3	T	SST	20200605	
P17_A5	L111/43.4	plate17	3	T	SST	20200605	
P17_A6	L111/43.5	plate17	3	T	SST	20200605	
P17_A7	L111/73.1	plate17	2	T	SST	20200605	
P17_A8	L111/73.2	plate17	3	T	SST	20200605	
P17_A9	L111/73.3	plate17	3	T	SST	20200605	
P17_B1	N278/19.2	plate17	3	T	Synaptotagmin-3	20200605	
P17_B10	N278/11.3	plate17	3	T	Synaptotagmin-3	20200605	
P17_B11	N278/16.1	plate17	2	T	Synaptotagmin-3	20200605	
P17_B12	N278/16.2	plate17	3	T	Synaptotagmin-3	20200605	
P17_B2	N278/19.3	plate17	3	T	Synaptotagmin-3	20200605	
P17_B3	N278/19.4	plate17	3	T	Synaptotagmin-3	20200605	
P17_B4	N278/9.1	plate17	2	T	Synaptotagmin-3	20200605	
P17_B5	N278/9.2	plate17	3	T	Synaptotagmin-3	20200605	
P17_B6	N278/9.4	plate17	3	T	Synaptotagmin-3	20200605	
P17_B7	N278/9.5	plate17	3	T	Synaptotagmin-3	20200605	
P17_B8	N278/11.1	plate17	2	T	Synaptotagmin-3	20200605	
P17_B9	N278/11.2	plate17	3	T	Synaptotagmin-3	20200605	
P17_C1	N278/16.3	plate17	3	T	Synaptotagmin-3	20200605	
P17_C10	N23B/24.1	plate17	2	T	Shank2	20200605	
P17_C11	N23B/24.2	plate17	3	T	Shank2	20200605	
P17_C12	N23B/24.4	plate17	3	T	Shank2	20200605	
P17_C2	N278/19.1	plate17	3	T	Synaptotagmin-3	20200605	
P17_C3	L111/129.3.2	plate17	3	T	SST	20200605	
P17_C4	L111/129.3.3	plate17	3	T	SST	20200605	
P17_C5	positivecontrol2	plate17		F		20200605	
P17_C6	L111/129.3.4	plate17	3	T	SST	20200605	
P17_C7	L111/129.3.5	plate17	3	T	SST	20200605	
P17_C8	L111/129.3.6	plate17	3	T	SST	20200605	
P17_C9	L111/129.3.1	plate17	3	T	SST	20200605	
P17_D1	N23B/24.5	plate17	3	T	Shank2	20200605	
P17_D10	L125/121.3	plate17	3	T	Synapsin-3	20200605	
P17_D11	L125/115.4	plate17	3	T	Synapsin-3	20200605	
P17_D12	L125/115.5	plate17	3	T	Synapsin-3	20200605	
P17_D2	N23B/69.1	plate17	2	T	Shank2	20200605	
P17_D3	N23B/69.3	plate17	3	T	Shank2	20200605	
P17_D4	N23B/69.4	plate17	3	T	Shank2	20200605	
P17_D5	N23B/69.5	plate17	3	T	Shank2	20200605	
P17_D6	L125/76.2	plate17	3	T	Synapsin-3	20200605	
P17_D7	L125/76.4	plate17	3	T	Synapsin-3	20200605	
P17_D8	L125/76.8	plate17	3	T	Synapsin-3	20200605	
P17_D9	L125/121.2	plate17	3	T	Synapsin-3	20200605	
P17_E1	N23B/9.1	plate17	2	T	Shank2	20200605	
P17_E10	N69/38.2	plate17	3	T	Shank3	20200605	
P17_E11	N69/38.3	plate17	3	T	Shank3	20200605	
P17_E12	N69/38.4	plate17	3	T	Shank3	20200605	
P17_E2	N23B/6.2	plate17	3	T	Shank2	20200605	
P17_E3	N23B/6.3	plate17	3	T	Shank2	20200605	
P17_E4	N23B/6.4	plate17	3	T	Shank2	20200605	
P17_E5	N23B/49.2	plate17	3	T	Pan-Shank	20200605	
P17_E6	N23B/49.3	plate17	3	T	Pan-Shank	20200605	
P17_E7	N23B/49.4	plate17	3	T	Pan-Shank	20200605	
P17_E8	N69/10.2	plate17	2	T	Shank3	20200605	
P17_E9	N69/38.1	plate17	2	T	Shank3	20200605	
P17_F1	N69/38.5	plate17	3	T	Shank3	20200605	
P17_F10	L125/18.2	plate17	3	T	Synapsin-3	20200605	
P17_F11	L125/18.3	plate17	3	T	Synapsin-3	20200605	
P17_F12	L125/18.4	plate17	3	T	Synapsin-3	20200605	
P17_F2	N69/46.2	plate17	3	T	Shank3	20200605	
P17_F3	N69/46.3	plate17	3	T	Shank3	20200605	
P17_F4	N69/46.4	plate17	3	T	Shank3	20200605	
P17_F5	N69/46.5	plate17	3	T	Shank3	20200605	
P17_F6	L125/76.6	plate17	3	T	Synapsin-3	20200605	
P17_F7	L125/121.5	plate17	3	T	Synapsin-3	20200605	
P17_F8	L125/129.2	plate17	3	T	Pan-Synapsin	20200605	
P17_F9	L125/18.1	plate17	2	T	Synapsin-3	20200605	
P17_G1	L125/18.5	plate17	3	T	Synapsin-3	20200605	
P17_G10	L125/76.7	plate17	3	T	Synapsin-3	20200605	
P17_G11	L125/115.3	plate17	3	T	Synapsin-3	20200605	
P17_G12	L125/121.4	plate17	3	T	Synapsin-3	20200605	
P17_G2	L125/18.6	plate17	3	T	Synapsin-3	20200605	
P17_G3	L125/18.7	plate17	3	T	Synapsin-3	20200605	
P17_G4	L125/118.1	plate17	2	T	Synapsin-3	20200605	
P17_G5	L125/118.2	plate17	3	T	Synapsin-3	20200605	
P17_G6	L119/40.1	plate17	2	T	NPY2R	20200605	
P17_G7	L119/40.2	plate17	3	T	NPY2R	20200605	
P17_G8	L119/40.3	plate17	3	T	NPY2R	20200605	
P17_G9	L119/40.4	plate17	3	T	NPY2R	20200605	
P17_H1	L125/76.1	plate17	2	T	Synapsin-3	20200605	
P17_H10	K89/41.1	plate17	2	T	Kv2.1 K+ channel	20200605	
P17_H11	negativecontrol	plate17		F		20200605	
P17_H12	negativecontrol	plate17		F		20200605	
P17_H2	L125/76.3	plate17	3	T	Synapsin-3	20200605	
P17_H3	L125/115.1	plate17	2	T	Synapsin-3	20200605	
P17_H4	L125/115.2	plate17	3	T	Synapsin-3	20200605	
P17_H5	L125/129.4	plate17	3	T	Pan-Synapsin	20200605	
P17_H6	L125/129.5	plate17	3	T	Pan-Synapsin	20200605	
P17_H7	L125/76.5	plate17	3	T	Synapsin-3	20200605	
P17_H8	N278/9.3	plate17	3	T	Synaptotagmin-3	20200605	
P17_H9	K20/78.2	plate17	3	T	Kv1.1 K+ channel	20200605	
P18_A1	positivecontrol1_N91/27.1	plate18		F		20200605	
P18_A10	K89/34.5	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A11	K89/41.2	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A12	K89/41.3	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A2	K89/19.1	plate18	2	T	Kv2.1 K+ channel	20200605	
P18_A3	K89/19.2	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A4	K89/19.3	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A5	K89/19.4	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A6	K89/19.5	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A7	K89/34.2	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A8	K89/34.3	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_A9	K89/34.4	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_B1	K89/41.4	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_B10	K20/77.1	plate18	2	T	Kv1.1 K+ channel	20200605	
P18_B11	K20/77.2	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_B12	K20/77.3	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_B2	K89/41.5	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_B3	K36/15.1	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_B4	K36/15.2	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_B5	K36/15.4	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_B6	K36/15.6	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_B7	K20/78.1	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_B8	K20/78.3	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_B9	K20/78.4	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_C1	K20/77.4	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_C10	K20/78.2.5	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_C11	L108/90.1.1	plate18	3	T	VIP	20200605	
P18_C12	L108/49.1	plate18	2	T	VIP	20200605	
P18_C2	K20/77.5	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_C3	K20/77.6	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_C4	K57/27.1	plate18	2	T	Kv4.2 K+ channel	20200605	
P18_C5	K20/78.2.1	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_C6	positivecontrol2	plate18		F		20200605	
P18_C7	K20/78.2.2	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_C8	K20/78.2.3	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_C9	K20/78.2.4	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_D1	L108/49.2	plate18	3	T	VIP	20200605	
P18_D10	L108/71.3	plate18	3	T	VIP	20200605	
P18_D11	L108/72.1	plate18	2	T	VIP	20200605	
P18_D12	L108/72.2	plate18	3	T	VIP	20200605	
P18_D2	L108/49.3	plate18	3	T	VIP	20200605	
P18_D3	L108/49.4	plate18	3	T	VIP	20200605	
P18_D4	L108/49.5	plate18	3	T	VIP	20200605	
P18_D5	L108/17.2	plate18	3	T	VIP	20200605	
P18_D6	L108/17.3	plate18	3	T	VIP	20200605	
P18_D7	L108/17.4	plate18	3	T	VIP	20200605	
P18_D8	L108/17.5	plate18	3	T	VIP	20200605	
P18_D9	L108/71.2	plate18	3	T	VIP	20200605	
P18_E1	L108/72.3	plate18	3	T	VIP	20200605	
P18_E10	L108/95.3	plate18	3	T	VIP	20200605	
P18_E11	L108/95.4	plate18	3	T	VIP	20200605	
P18_E12	L108/95.5	plate18	3	T	VIP	20200605	
P18_E2	L108/72.4	plate18	3	T	VIP	20200605	
P18_E3	L108/72.5	plate18	3	T	VIP	20200605	
P18_E4	L108/92.2	plate18	3	T	VIP	20200605	
P18_E5	L108/92.3	plate18	3	T	VIP	20200605	
P18_E6	L108/92.4	plate18	3	T	VIP	20200605	
P18_E7	L108/92.5	plate18	3	T	VIP	20200605	
P18_E8	L108/95.1	plate18	2	T	VIP	20200605	
P18_E9	L108/95.2	plate18	3	T	VIP	20200605	
P18_F1	L108/40.1	plate18	2	T	VIP	20200605	
P18_F10	L71/22.3	plate18	3	T	Kv1.4 K+ channel	20200605	
P18_F11	L71/22.4	plate18	3	T	Kv1.4 K+ channel	20200605	
P18_F12	L71/22.5	plate18	3	T	Kv1.4 K+ channel	20200605	
P18_F2	L108/40.2	plate18	3	T	VIP	20200605	
P18_F3	L108/40.3	plate18	3	T	VIP	20200605	
P18_F4	L71/5.1	plate18	3	T	Kv1.4 K+ channel	20200605	
P18_F5	L71/5.2	plate18	3	T	Kv1.4 K+ channel	20200605	
P18_F6	L71/5.3	plate18	3	T	Kv1.4 K+ channel	20200605	
P18_F7	L71/5.4	plate18	3	T	Kv1.4 K+ channel	20200605	
P18_F8	L71/22.1	plate18	2	T	Kv1.4 K+ channel	20200605	
P18_F9	L71/22.2	plate18	3	T	Kv1.4 K+ channel	20200605	
P18_G1	K20/78.1B	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_G10	L83/81.4	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_G11	L83/81.5	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_G12	L83/81.6	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_G2	K20/78.2B	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_G3	K20/78.3B	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_G4	K20/78.4B	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_G5	K20/78.5B	plate18	3	T	Kv1.1 K+ channel	20200605	
P18_G6	L108/90.1	plate18	2	T	VIP	20200605	
P18_G7	L83/81.1	plate18	2	T	Kv2.1 K+ channel	20200605	
P18_G8	L83/81.2	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_G9	L83/81.3	plate18	3	T	Kv2.1 K+ channel	20200605	
P18_H1	L86A/43.1	plate18	2	T	AMIGO-1	20200605	
P18_H10	L28/4.5	plate18	3	T	Kv4.2 K+ channel	20200605	Corrected clone #
P18_H11	negativecontrol	plate18		F		20200605	
P18_H12	negativecontrol	plate18		F		20200605	
P18_H2	L108/17.1	plate18	2	T	VIP	20200605	
P18_H3	L108/71.1	plate18	2	T	VIP	20200605	
P18_H4	L108/90.2	plate18	3	T	VIP	20200605	
P18_H5	L108/90.3	plate18	3	T	VIP	20200605	
P18_H6	L108/90.4	plate18	3	T	VIP	20200605	
P18_H7	L28/4.2	plate18	3	T	Kv4.2 K+ channel	20200605	Corrected clone #
P18_H8	L28/4.3	plate18	3	T	Kv4.2 K+ channel	20200605	Corrected clone #
P18_H9	L28/4.4	plate18	3	T	Kv4.2 K+ channel	20200605	Corrected clone #
P19_A1	positivecontrol1_N91/27.1	plate19		F		20200605	
P19_A10	L28/9.4	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_A11	L28/9.5	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_A12	L28/36.1	plate19	2	T	Kv4.2 K+ channel	20200605	
P19_A2	K39/25.6	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_A3	K39/25.1	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_A4	K39/25.2	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_A5	K39/25.4	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_A6	K39/25.5	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_A7	L28/9.1	plate19	2	T	Kv4.2 K+ channel	20200605	
P19_A8	L28/9.2	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_A9	L28/9.3	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B1	L28/36.2	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B10	K57/41.3	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B11	K57/41.4	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B12	K57/41.5	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B2	L28/36.3	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B3	L28/36.4	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B4	L28/36.5	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B5	K57/1.2	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B6	K57/1.3	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B7	K57/1.4	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B8	K57/1.5	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_B9	K57/41.2	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_C1	K57/41.1	plate19	2	T	Kv4.2 K+ channel	20200605	
P19_C10	K57/47.4	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_C11	K57/47.5	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_C12	K57/48.1	plate19	2	T	Kv4.2 K+ channel	20200605	
P19_C2	K57/27.2	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_C3	K57/27.3	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_C4	K57/27.4	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_C5	K57/27.5	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_C6	K57/47.1	plate19	2	T	Kv4.2 K+ channel	20200605	
P19_C7	positivecontrol2	plate19		F		20200605	
P19_C8	K57/47.2	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_C9	K57/47.3	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_D1	K57/48.2	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_D10	K39/25.3.6	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_D11	N53/32.2	plate19	3	T	BKbeta2 K+ channel	20200605	
P19_D12	N53/32.3	plate19	3	T	BKbeta2 K+ channel	20200605	
P19_D2	K57/48.3	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_D3	K57/48.4	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_D4	K57/48.5	plate19	3	T	Kv4.2 K+ channel	20200605	
P19_D5	K39/25.3.1	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_D6	K39/25.3.2	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_D7	K39/25.3.3	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_D8	K39/25.3.4	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_D9	K39/25.3.5	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_E1	N53/32.5	plate19	3	T	BKbeta2 K+ channel	20200605	
P19_E10	N40B/38.5	plate19	3	T	BKbeta3a K+ channel	20200605	
P19_E11	L80/21.2	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_E12	L80/21.3	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_E2	N40B/18.2	plate19	3	T	BKbeta3a K+ channel	20200605	
P19_E3	N40B/18.3	plate19	3	T	BKbeta3a K+ channel	20200605	
P19_E4	N40B/18.4	plate19	3	T	BKbeta3a K+ channel	20200605	
P19_E5	N40B/18.5	plate19	3	T	BKbeta3a K+ channel	20200605	
P19_E6	N40B/38.1	plate19	2	T	BKbeta3a K+ channel	20200605	
P19_E7	N40B/38.2	plate19	3	T	BKbeta3a K+ channel	20200605	
P19_E8	N40B/38.3	plate19	3	T	BKbeta3a K+ channel	20200605	
P19_E9	N40B/38.4	plate19	3	T	BKbeta3a K+ channel	20200605	
P19_F1	L80/21.4	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_F10	L86/14.2	plate19	3	T	AMIGO-1	20200605	
P19_F11	L86/14.3	plate19	3	T	AMIGO-1	20200605	
P19_F12	L86/14.4	plate19	3	T	AMIGO-1	20200605	
P19_F2	L80/21.5	plate19	3	T	Kv2.1 K+ channel	20200605	
P19_F3	L86/2.1	plate19	2	T	AMIGO-1	20200605	
P19_F4	L86/2.2	plate19	3	T	AMIGO-1	20200605	
P19_F5	L86/2.3	plate19	3	T	AMIGO-1	20200605	
P19_F6	L86/2.4	plate19	3	T	AMIGO-1	20200605	
P19_F7	L86/2.5	plate19	3	T	AMIGO-1	20200605	
P19_F8	L86/2.6	plate19	3	T	AMIGO-1	20200605	
P19_F9	L86/14.1	plate19	2	T	AMIGO-1	20200605	
P19_G1	L86/14.5	plate19	3	T	AMIGO-1	20200605	
P19_G10	L86/33.5	plate19	3	T	AMIGO-1	20200605	
P19_G11	L86/33.6	plate19	3	T	AMIGO-1	20200605	
P19_G12	L86A/37.2	plate19	3	T	AMIGO-1	20200605	
P19_G2	L86/36.1	plate19	3	T	AMIGO-1	20200605	
P19_G3	L86/36.2	plate19	3	T	AMIGO-1	20200605	
P19_G4	L86/36.3	plate19	3	T	AMIGO-1	20200605	
P19_G5	L86/36.4	plate19	3	T	AMIGO-1	20200605	
P19_G6	L86/36.5	plate19	3	T	AMIGO-1	20200605	
P19_G7	L86/33.2	plate19	3	T	AMIGO-1	20200605	
P19_G8	L86/33.3	plate19	3	T	AMIGO-1	20200605	
P19_G9	L86/33.4	plate19	3	T	AMIGO-1	20200605	
P19_H1	L86A/43.2	plate19	3	T	AMIGO-1	20200605	
P19_H10	negativecontrol	plate19		F		20200605	
P19_H11	L18A/3.2	plate19	3	T	BKbeta4 K+ channel	20200605	
P19_H12	negativecontrol	plate19		F		20200605	
P19_H2	L86A/43.3	plate19	3	T	AMIGO-1	20200605	
P19_H3	L86A/43.4	plate19	3	T	AMIGO-1	20200605	
P19_H4	L86A/43.5	plate19	3	T	AMIGO-1	20200605	
P19_H5	K65A/2.1	plate19	2	T	CASPR/Neurexin IV	20200605	
P19_H6	K65A/2.2	plate19	3	T	CASPR/Neurexin IV	20200605	
P19_H7	K65A/2.3	plate19	3	T	CASPR/Neurexin IV	20200605	
P19_H8	K65A/2.4	plate19	3	T	CASPR/Neurexin IV	20200605	
P19_H9	K65A/2.5	plate19	3	T	CASPR/Neurexin IV	20200605	
P2_A5	L122/144.9	plate2	2	T	Calretinin	20200605	
P2_B8	L109/62.2	plate2	2	T	Calbindin	20200605	
P2_F1	N123/48.1	plate2	1	T	Histone H3-pThr11	20200605	
P2_G5	K65/35.1	plate2	1	T	CASPR/Neurexin IV	20200605	Corrected target
P2_H1	N123/19.1	plate2	1	T	Histone H3-pThr11	20200605	
P20_A1	positivecontrol1_N91/27.1	plate20		F		20200605	
P20_A10	K67/25.5	plate20	3	T	CASPR2	20200605	
P20_A11	K65/35.2	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_A12	K65/35.3	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_A2	K67/21.1	plate20	2	T	CASPR2	20200605	
P20_A3	K67/21.2	plate20	3	T	CASPR2	20200605	
P20_A4	K67/21.3	plate20	3	T	CASPR2	20200605	
P20_A5	K67/21.4	plate20	3	T	CASPR2	20200605	
P20_A6	K67/21.5	plate20	3	T	CASPR2	20200605	
P20_A7	K67/25.1	plate20	3	T	CASPR2	20200605	
P20_A8	K67/25.3	plate20	3	T	CASPR2	20200605	
P20_A9	K67/25.2	plate20	3	T	CASPR2	20200605	
P20_B1	K65/35.4	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_B10	L48A/9.4	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_B11	L48A/9.5	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_B12	L48A/29.1	plate20	2	T	Cav1.3 Ca2+ channel	20200605	
P20_B2	K65/35.5	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_B3	K65/36.1	plate20	2	T	CASPR/Neurexin IV	20200605	
P20_B4	K65/36.2	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_B5	K65/36.3	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_B6	K65/36.4	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_B7	K65/36.5	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_B8	L48A/9.2	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_B9	L48A/9.3	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_C1	L48A/29.2	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_C10	L57/9.1	plate20	2	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_C11	L57/9.2	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_C12	L57/9.3	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_C2	L48A/29.3	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_C3	L48A/29.4	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_C4	L48A/31.1	plate20	2	T	Cav1.3 Ca2+ channel	20200605	
P20_C5	L48A/31.2	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_C6	L48A/31.3	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_C7	L48A/31.4	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_C8	positivecontrol2	plate20		F		20200605	
