sample_name	trimmer_id	PlateName	SeqYear	Dropout? Missing	Dropout resolution	Category	ShowOnWeb	ProteinTarget	ChangeDate	ChangeReason
PAP1_D6	N263/33.1.1	plateAP1		n/a-n/a		2	F	Cav1.2 Ca2+ channel	20201228	No show on web because not doing AP plate
P42_G7	N264/1.2	plate42	Year1	n/a-n/a		2	T	CLN3	20200619	
P42_A2	N264/20.9	plate42	Year1	n/a-n/a		2	T	CLN3	20200619	
P36_A4	N264/7.1	plate36	Year1	n/a-n/a		2	T	CLN3	20200605	
P42_B11	N264/7.1	plate42	Year1	n/a-n/a		2	T	CLN3	20200619	
P42_B9	N265/18.1	plate42	Year1	n/a-n/a		2	T	EF2	20200619	
P42_B10	N265/38.1.1	plate42	Year1	n/a-n/a		2	T	EF2	20200619	
P42_D2	N265A/10.1	plate42	Year1	Dec2020dropout-HC		2	T	EF2	20200619	
P42_D3	N265A/19.1	plate42	Year1	Dec2020dropout-Both		2	T	EF2	20200619	
P42_C11	N265A/37.1	plate42	Year1	Dec2020dropout-HC		2	T	EF2	20200619	
P32_C5	N266/13.1	plate32	Year1	n/a-n/a		2	F	Pannexin-1	20201109	Plate failed to yield seq so redone as Plate32R
P32R_C5	N266/13.1	plate32R	Year2	Dec2020dropout-Both		2	T	Pannexin-1	20201109	
P33_C11	N267/32.1	plate33	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	TRPML1	20201009	No show on web because expecting better seq from AP or DP plate
PDP1_G4	N267/32.1	plateDP1	Year2	Dec2020dropout-Both		2	T	TRPML1	20201009	
P33_D2	N267/40.1	plate33	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	TRPML1	20201009	No show on web because expecting better seq from AP or DP plate
PDP1_G8	N267/40.1	plateDP1	Year2	Dec2020dropout-Both		2	T	TRPML1	20201009	
P33_C7	N267/5.1	plate33	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	TRPML1	20201009	No show on web because expecting better seq from AP or DP plate
PDP1_G6	N267/5.1	plateDP1	Year2	Dec2020dropout-Both		2	T	TRPML1	20201009	
P33_C10	N267/51.3	plate33	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	TRPML1	20201009	No show on web because expecting better seq from AP or DP plate
PDP1_G3	N267/51.3	plateDP1	Year2	Dec2020dropout-Both		2	T	TRPML1	20201009	
P33_C9	N267/52.1	plate33	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	TRPML1	20201009	No show on web because expecting better seq from AP or DP plate
PDP1_G7	N267/52.1	plateDP1	Year2	Dec2020dropout-Both		2	T	TRPML1	20201009	
P33_E5	N267A/52.1	plate33	Year1	Dec2020dropout-HC		2	T	TRPML1	20200605	
P33_E7	N267A/60.1	plate33	Year1	Dec2020dropout-HC		2	T	TRPML1	20200605	
P66_E5	N268/19.2	plate66	Year1	n/a-n/a		1	T	TRPML3/Mucolipin-3	20200619	
P74_B6	N268/19.2	plate74	Year2			1	T	TRPML3/Mucolipin-3	20210312	
Psanger_114477	N268/19R	Sanger_samples		n/a-n/a		6	T	TRPML3/Mucolipin-3	20200617	Added Psanger to Addgene ID # for "sample_name"
P30_D10	N268/33.1	plate30	Year1	n/a-n/a		2	T	TRPML3/Mucolipin-3	20200428	
P30_D8	N268/41.1	plate30	Year1	n/a-n/a		2	T	TRPML3/Mucolipin-3	20200428	
P30_D7	N268/5.1	plate30	Year1	n/a-n/a		2	T	TRPML3/Mucolipin-3	20200428	
P50_D3	N269/1	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-10	20200619	
P50_D4	N269/22	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-10	20200619	
P50_D5	N269/23	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-10	20200619	
P50_D6	N269/30	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-10	20200619	
P29_C5	N269/51.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-10	20200428	
P66_B10	N269/73.2	plate66	Year1	n/a-n/a		1	T	Synaptotagmin-10	20200619	
P72_B11	N269/73.2	plate72	Year2	Dec2020dropout-Both		1	T	Synaptotagmin-10	20201109	
P74_A2	N269/73.2	plate74	Year2			1	T	Synaptotagmin-10	20210312	
P74_B4	N269/73.2	plate74	Year2			1	T	Synaptotagmin-10	20210312	
Psanger_114558	N269/73R	Sanger_samples		n/a-n/a		6	T	Synaptotagmin-10	20200617	Added Psanger to Addgene ID # for "sample_name"
P29_C6	N269/74.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-10	20200428	
P29_C7	N269/76.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-10	20200428	
P25_G5	N26A/10.1	plate25	Year1	n/a-n/a		2	T	Kv7.2/KCNQ2 K+ channel	20200605	
PS3_G7	N26A/10.1	plateS3	Year2	n/a-n/a		2	T	Kv7.2/KCNQ2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P25_G2	N26A/10.2	plate25	Year1	n/a-n/a		2	T	Kv7.2/KCNQ2 K+ channel	20201109	Corrected category
P25_G4	N26A/10.3	plate25	Year1	n/a-n/a		2	T	Kv7.2/KCNQ2 K+ channel	20201109	Corrected category
P25_G3	N26A/10.4	plate25	Year1	n/a-n/a		2	T	Kv7.2/KCNQ2 K+ channel	20201109	Corrected category
P25_G1	N26A/10.5	plate25	Year1	n/a-n/a		2	T	Kv7.2/KCNQ2 K+ channel	20201109	Corrected category
P25_G7	N26A/23.1	plate25	Year1	n/a-n/a		3	T	Kv7.2/KCNQ2 K+ channel	20200605	
PS3_G8	N26A/23.1	plateS3	Year2	n/a-n/a		3	T	Kv7.2/KCNQ2 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P25_G6	N26A/23.2	plate25	Year1	n/a-n/a		3	T	Kv7.2/KCNQ2 K+ channel	20200605	
P1_G7	N26A/23.3	plate1	Year1	n/a-n/a		1	F	Kv7.2/KCNQ2 K+ channel	20201009	Plate failed to yield seq so redone as Plate1R
P1R_G7	N26A/23.3	plate1R	Year2	n/a-n/a		1	T	Kv7.2/KCNQ2 K+ channel	20201009	
P29_D11	N270/2.1	plate29	Year1	Dec2020dropout-HC		2	T	Synaptotagmin-6	20200428	
P29_D12	N270/28.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-6	20200428	
P29_D7	N270/32.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-6	20200428	
P50_D7	N270/37	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-6	20200619	
P50_D8	N270/45	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-6	20200619	
P29_D3	N270/45.1	plate29	Year1	Dec2020dropout-HC		2	T	Synaptotagmin-6	20200428	
P29_E1	N270/46.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-6	20200428	
P1_H10	N270/47.1	plate1	Year1	n/a-n/a		1	F	Synaptotagmin-6	20201009	Plate failed to yield seq so redone as Plate1R
P1R_H10	N270/47.1	plate1R	Year2	n/a-n/a		1	T	Synaptotagmin-6	20201009	
P69_E12	N270/47.2	plate69	Year2	n/a-n/a		3	T	Synaptotagmin-6	20201109	
P69_F1	N270/47.3	plate69	Year2	n/a-n/a		3	T	Synaptotagmin-6	20201109	
P36_A8	N271/24.5	plate36	Year1	n/a-n/a		2	T	ASIC1	20200605	
P36_A7	N271/28.1	plate36	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	ASIC1	20201009	No show on web because expecting better seq from AP or DP plate
PDP2_B2	N271/28.1	plateDP2	Year2	Dec2020dropout-Both		2	T	ASIC1	20201009	
P72_H7	N271/44.1	plate72	Year2	n/a-n/a		1	T	ASIC1	20201109	
PRnD_N17	N271/44.1	RandD_samples	Year1	n/a-n/a		1	T	ASIC1	20200617	Changed "sample_name" as per RnD key
P33_C12	N272/48.1	plate33	Year1	n/a-n/a		2	T	LRRK2/Dardarin	20200605	
P33_D4	N272A/55.1	plate33	Year1	n/a-n/a		2	T	LRRK2/Dardarin	20200605	
P42_C7	N273/10.1	plate42	Year1	n/a-n/a		2	T	Pan-Connexin	20200619	
P29_C8	N274/15.1	plate29	Year1	Dec2020dropout-HC		2	T	Synaptotagmin-5	20200428	
P29_D9	N274/3.1	plate29	Year1	Dec2020dropout-Both		2	T	Synaptotagmin-5	20200428	
P29_D8	N274/30.3	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-5	20200428	
P29_D10	N274/6.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-5	20200428	
P3_F12	N274/8.1	plate3	Year1	n/a-n/a		1	T	Synaptotagmin-5	20200428	
P72_C5	N274/8.1	plate72	Year2	Dec2020dropout-Both		1	T	Synaptotagmin-5	20201109	
P75_D1	N274/8.1	plate75	Year2			1	T	Synaptotagmin-5	20210312	
P75_D2	N274/8.5	plate75	Year2			3	T	Synaptotagmin-5	20210312	
P29_C9	N275/11.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-7	20200428	
P50_B4	N275/12	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P69_F4	N275/14.1	plate69	Year2	n/a-n/a		3	T	Synaptotagmin-7	20201109	
P74_C4	N275/14.1.14	plate74	Year2			3	T	Synaptotagmin-7	20210312	
P74_C5	N275/14.1.15	plate74	Year2			3	T	Synaptotagmin-7	20210312	
P1_F8	N275/14.1.2	plate1	Year1	n/a-n/a		1	F	Synaptotagmin-7	20201009	Plate failed to yield seq so redone as Plate1R
P1R_F8	N275/14.1.2	plate1R	Year2	n/a-n/a		1	T	Synaptotagmin-7	20201009	
P50_B5	N275/15	plate50	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_B6	N275/16	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_B7	N275/17	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_B8	N275/19	plate50	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_A9	N275/2	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_B9	N275/20	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_B10	N275/22	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_B11	N275/25	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_B12	N275/26	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_C1	N275/29	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_A10	N275/3	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_C2	N275/31	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_C3	N275/32	plate50	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_C4	N275/33	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P29_C10	N275/34.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-7	20200428	
P50_C5	N275/35	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_C6	N275/36	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_C7	N275/37	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_C8	N275/38	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_A11	N275/4	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_C9	N275/41	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_C10	N275/45	plate50	Year1	n/a-n/a		4	T	Synaptotagmin-7	20200619	
P50_C11	N275/46	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_C12	N275/49	plate50	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_A12	N275/5	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_D1	N275/53	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_D2	N275/55	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_A8	N275/56	plate50	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_B1	N275/6	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_B2	N275/7	plate50	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P50_B3	N275/8	plate50	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	Synaptotagmin-7	20200619	
P3_E11	N276A/15.4	plate3	Year1	n/a-n/a		1	T	Synaptotagmin-9	20210312	No show on web because expecting better seq from AP or DP plate => need to show
P72_F5	N276A/15.4	plate72	Year2	n/a-n/a		1	T	Synaptotagmin-9	20201109	
P75_A12	N276A/15.4	plate75	Year2			1	T	Synaptotagmin-9	20210312	
P75_B1	N276A/15.4	plate75	Year2			1	T	Synaptotagmin-9	20210312	
PAP1_E1	N276A/15.4	plateAP1		n/a-n/a		1	F	Synaptotagmin-9	20201228	No show on web because not doing AP plate
P29_E2	N276A/44.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-9	20200428	
P29_D2	N277/1.5	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-12	20200428	
P29_D6	N277/15.2	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-12	20200428	
P29_C4	N277/26.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-12	20200428	
P29_C11	N277/40.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-12	20200428	
P29_C12	N277/44.1	plate29	Year1	n/a-n/a		2	T	Synaptotagmin-12	20200428	
P66_C1	N277/7.1	plate66	Year1	n/a-n/a		1	T	Synaptotagmin-12	20200619	
P72_F6	N277/7.1	plate72	Year2	n/a-n/a		1	T	Synaptotagmin-12	20201109	
P75_B10	N277/7.1	plate75	Year2			1	T	Synaptotagmin-12	20210312	
Psanger_114482	N277/7R	Sanger_samples		n/a-n/a		6	T	Synaptotagmin-12	20200617	Added Psanger to Addgene ID # for "sample_name"
P17_B8	N278/11.1	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20200605	
PS1_E7	N278/11.1	plateS1	Year2	n/a-n/a		2	T	Synaptotagmin-3	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P17_B9	N278/11.2	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20201109	Corrected category
P17_B10	N278/11.3	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20201109	Corrected category
P17_B11	N278/16.1	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20200605	
PS1_E8	N278/16.1	plateS1	Year2	n/a-n/a		2	T	Synaptotagmin-3	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P17_B12	N278/16.2	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20201109	Corrected category
P17_C1	N278/16.3	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20201109	Corrected category
P17_C2	N278/19.1	plate17	Year1	n/a-n/a		1	T	Synaptotagmin-3	20200605	
PS1_E9	N278/19.1	plateS1	Year2	n/a-n/a		1	T	Synaptotagmin-3	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P17_B1	N278/19.2	plate17	Year1	n/a-n/a		3	T	Synaptotagmin-3	20200605	
PS1_E5	N278/19.2	plateS1	Year2	n/a-n/a		3	T	Synaptotagmin-3	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P17_B2	N278/19.3	plate17	Year1	n/a-n/a		3	T	Synaptotagmin-3	20200605	
P17_B3	N278/19.4	plate17	Year1	n/a-n/a		3	T	Synaptotagmin-3	20200605	
Psanger_114476	N278/19R	Sanger_samples		n/a-n/a		6	T	Synaptotagmin-3	20200617	Added Psanger to Addgene ID # for "sample_name"
P17_B4	N278/9.1	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20200605	
PS1_E6	N278/9.1	plateS1	Year2	n/a-n/a		2	T	Synaptotagmin-3	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P17_B5	N278/9.2	plate17	Year1	Dec2020dropout-Both		2	T	Synaptotagmin-3	20201109	Corrected category
P17_H8	N278/9.3	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20201109	Corrected category
P17_B6	N278/9.4	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20201109	Corrected category
P17_B7	N278/9.5	plate17	Year1	n/a-n/a		2	T	Synaptotagmin-3	20201109	Corrected category
P10_D2	N279/16.1	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R
P10R_D2	N279/16.1	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate
PDP1_A11	N279/16.1	plateDP1	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201009	
P10_C9	N279/16.2	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_C9	N279/16.2	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PDP1_A9	N279/16.2	plateDP1	Year2	Dec2020dropout-HC		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_D3	N279/16.3	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_D3	N279/16.3	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PDP1_A12	N279/16.3	plateDP1	Year2	Dec2020dropout-LC		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_C10	N279/16.4	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_C10	N279/16.4	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PDP1_A5	N279/16.4	plateDP1	Year2	Dec2020dropout-LC		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_D4	N279/16.5	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_D4	N279/16.5	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PDP1_B1	N279/16.5	plateDP1	Year2	Dec2020dropout-LC		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_C6	N279/17.1	plate10	Year1	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R
P10R_C6	N279/17.1	plate10R	Year2	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate
PAP1_A4	N279/17.1	plateAP1		n/a-n/a		2	F	GluK5/Grik5/KA2 kainate receptor	20201228	No show on web because not doing AP plate
P10_C12	N279/17.5	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_C12	N279/17.5	plate10R	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_C7	N279/17.6	plate10	Year1	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_C7	N279/17.6	plate10R	Year2	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PAP1_A5	N279/17.6	plateAP1		n/a-n/a		2	F	GluK5/Grik5/KA2 kainate receptor	20201228	Corrected category, no show on web because not doing AP plate
P10_C11	N279/5.5	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R
P10R_C11	N279/5.5	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate
PDP1_A6	N279/5.5	plateDP1	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201009	
P10_C5	N279/5.6	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_C5	N279/5.6	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PDP1_A7	N279/5.6	plateDP1	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_D1	N279/58.4	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R
P10R_D1	N279/58.4	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate
PDP1_A10	N279/58.4	plateDP1	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201009	
P10_C8	N279/58.5	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_C8	N279/58.5	plate10R	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PDP1_A8	N279/58.5	plateDP1	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P29_D1	N279/6.1	plate29	Year1	n/a-n/a		2	T	GluK5/Grik5/KA2 kainate receptor	20200428	
P37_A12	N279A/15.1	plate37	Year1	n/a-n/a		2	T	GluK5/Grik5/KA2 kainate receptor	20200619	
P44_G2	N279A/16	plate44	Year1	n/a-n/a		4	T	GluK5/Grik5/KA2 kainate receptor	20200619	
P44_G7	N279A/18	plate44	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	GluK5/Grik5/KA2 kainate receptor	20200619	
P44_G3	N279A/19	plate44	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	GluK5/Grik5/KA2 kainate receptor	20200619	
P10_F3	N279A/29.1	plate10	Year1	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R
P10R_F3	N279A/29.1	plate10R	Year2	Dec2020dropout-HC		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	
P10_F4	N279A/29.2	plate10	Year1	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_F4	N279A/29.2	plate10R	Year2	Dec2020dropout-HC		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_F5	N279A/29.3	plate10	Year1	n/a-n/a		2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_F5	N279A/29.3	plate10R	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_D9	N279A/29.4	plate10	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_D9	N279A/29.4	plate10R	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_D10	N279A/29.5	plate10	Year1	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_D10	N279A/29.5	plate10R	Year2	Dec2020dropout-HC		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_D11	N279A/29.6	plate10	Year1	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_D11	N279A/29.6	plate10R	Year2	Dec2020dropout-HC		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_D12	N279A/29.7	plate10	Year1	n/a-n/a		2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
P10R_D12	N279A/29.7	plate10R	Year2	Dec2020dropout-Both		2	T	GluK5/Grik5/KA2 kainate receptor	20201109	Corrected category
P10_E1	N279A/29.8	plate10	Year1	n/a-n/a		2	F	GluK5/Grik5/KA2 kainate receptor	20201109	Plate failed to yield seq so redone as Plate10R, corrected category
